gene_symbol,gene_id,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,number_of_independent_references,number_of_species,number_of_tissues_or_cells,perturbation_direction_consistency,CTD_support,toxicogenomic_support,bioassay_target_support,direct_target_or_binding_support,exposure_metabolism_flag,direct_target_binding_flag,transcriptomic_response_flag,evidence_rows,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_relevance_score,thyroid_disease_rank,hypertension_disease_relevance_score,hypertension_disease_rank,thyroid_disease_id,hypertension_disease_id,branch_evidence_note
PABPC1,26986,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0035110086195046675,3802,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PADI4,23569,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.021507494321234732,919,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PAFAH1B2,5049,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0051741179655858255,2794,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PAH,5053,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.039502080793155994,457,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PAPPA,5069,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0036957985468470188,1314,0.03085121659025141,613,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PCLAF,9768,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.01183216632448684,1564,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PDIA3,2923,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.007391597093694037,1019,0.07447034071896741,205,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PF4,5196,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.004866134753348573,1172,0.005540275895385226,2684,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PGF,5228,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.010363635091783513,804,0.04876095357941475,347,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PGR,5241,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,16,True,True,shared,0.010957726263906167,787,0.26300556233181893,87,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PIN1,5300,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.005913277674955229,1073,0.013401979570831387,1423,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PKM,5315,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,False,False,1,True,True,shared,0.014613803420657585,686,0.019636598967964172,1021,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLA2G5,5322,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.00813075680306344,2151,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLA2G7,7941,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.05422698175989052,303,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLAT,5327,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0025870589827929123,1622,0.037329194410495405,481,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLAUR,5329,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.027666141616121367,700,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLCB3,5331,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.012360598239929849,1518,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PLK1,5347,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0029566388374776143,3942,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PON1,5444,False,False,True,1,2,2,0,consistent:decreases,True,False,False,False,False,False,False,2,True,True,shared,0.0042501683288740716,1286,0.05023713873433479,332,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
POR,5447,False,False,True,1,2,1,0,consistent:decreases,True,False,False,False,False,False,False,2,True,True,shared,0.0022174791281082107,1801,0.009141968349909081,1957,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PPARA,5465,False,False,True,2,2,2,0,mixed,True,True,True,True,False,True,False,3,True,True,shared,0.005790084390060328,1092,0.094913785789096,138,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PPARD,5467,True,False,True,1,6,1,0,mixed,False,True,True,True,False,True,False,20,False,True,hypertension-specific,,,0.023451924112632645,840,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PPARG,5468,True,False,True,1,6,1,0,consistent:inactive,False,True,True,True,False,True,False,22,True,True,shared,0.03645794911955376,444,0.3374429978611282,74,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PPP1CA,5499,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0025870589827929123,4086,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PPP5C,5536,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0073915970936940375,2296,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRDX2,7001,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.019951152488729147,998,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRDX6,9588,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.006652437384324632,1038,0.0073915970936940375,2307,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRKAR2B,5577,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0029361066233284643,3989,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRKN,5071,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.01434389489492365,1350,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRMT1,3276,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4470,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRNP,5621,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.010779412428303803,1692,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRRX2,51450,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3334,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PRTN3,5657,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.010699609392019723,794,0.013401237564595195,1424,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PTGER1,5731,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.015395116008855781,1275,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PTH1R,5745,False,False,True,2,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.01254518284513071,1505,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PTK2B,2185,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.020014869629347624,991,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PTPN5,84867,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.007022017239009335,2435,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
PTX3,5806,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.010409832573619101,801,0.05213266508105274,320,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
QSOX1,5768,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.019402942370946846,1027,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RAD52,5893,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0073915970936940375,2290,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RAF1,5894,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0018478992734235094,1882,0.004565953782488,2981,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RAN,5901,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.022061864103261785,898,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RAPGEF3,10411,False,False,True,1,4,1,0,consistent:inactive,False,True,True,True,False,True,False,6,True,True,shared,0.3245740777083813,82,0.0049862356353777455,2879,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RAPGEF4,11069,False,False,True,1,4,1,0,consistent:inactive,False,True,True,True,False,True,False,6,False,True,hypertension-specific,,,0.0038267940731185955,3266,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RARA,5914,True,False,True,1,3,1,0,mixed,False,True,True,True,False,True,False,12,False,True,hypertension-specific,,,0.019402942370946846,1029,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RGS16,6004,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0073915970936940375,2357,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RGS4,5999,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0022174791281082107,1869,0.002751316695986113,4078,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RHOC,389,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3708,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RIPK2,8767,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.011087395640541056,1649,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RORC,6097,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.00794596687572109,937,0.004434958256216422,2998,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RPS27A,6233,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4224,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RPSA,3921,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4290,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RRAS2,22800,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0029566388374776143,3963,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RXFP1,59350,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0025870589827929123,4139,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
RXRA,6256,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,12,False,True,hypertension-specific,,,0.007761176948378739,2223,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
S100A6,6277,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,True,True,shared,0.0044349582562164215,1256,0.06068301603298607,266,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
S100A8,6279,False,False,True,1,3,1,0,mixed,True,False,False,False,False,False,False,4,True,True,shared,0.0025870589827929123,1625,0.015432597991291862,1273,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
S100A9,6280,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.015399656178105653,1274,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SAA2,6289,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.013992703942645797,1381,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SCGB1A1,7356,False,False,True,1,4,2,0,mixed,True,False,False,False,False,False,False,4,False,True,hypertension-specific,,,0.0042501683288740716,3172,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SEC14L3,266629,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3493,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SELENBP1,8991,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.00831554673040579,2121,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SEMA7A,8482,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.01847899273423509,1089,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SERPINA1,5265,False,False,True,1,2,2,0,consistent:affects,True,False,False,False,True,False,False,2,True,True,shared,0.012478453149145974,731,0.020686744164285474,962,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SERPINE1,5054,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.009218964152968395,862,0.049813919945663365,336,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SFN,2810,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4305,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SFRP1,6422,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.01088207349904955,1686,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SGK1,6446,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.05868955146071353,277,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLC22A2,6582,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.01937214404972312,1031,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLC22A4,6583,False,False,True,1,1,1,0,mixed,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.015332430915877836,1280,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLC4A7,9497,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.03764498824182971,476,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLC7A11,23657,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0073915970936940375,1012,0.01118059932203484,1641,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLC9A3,6550,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.07094838023056269,223,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SLPI,6590,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.009054706439775195,866,0.011456975495225754,1618,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SMAD2,4087,True,False,True,1,4,1,0,consistent:inactive,False,True,True,True,False,True,False,16,True,True,shared,0.0073915970936940375,1016,0.01334608646702293,1428,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SMAD3,4088,True,False,True,1,5,1,0,consistent:inactive,False,True,True,True,False,True,False,17,False,True,hypertension-specific,,,0.022427996074716842,877,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SMPD1,6609,False,False,True,1,2,1,0,mixed,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.011947990825859322,1558,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SNCA,6622,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0014783194187388072,1920,0.002204749155335738,4539,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SOX17,64321,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0022174791281082107,1767,0.00778314641751833,2211,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SOX2,6657,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.005358907892928176,1117,0.009424286294459896,1907,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SPHK1,8877,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0022174791281082107,1850,0.04936401679277076,343,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SPINK5,11005,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3556,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SRXN1,140809,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.023160337560241315,846,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
STK33,65975,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.015522353896757478,1264,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SULT1A1,6817,False,True,True,1,2,2,0,mixed,True,False,False,False,False,True,False,2,False,True,hypertension-specific,,,0.006098067602297579,2561,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SUMO1,7341,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4162,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SYNPO,11346,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3754,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SYNPO2L,79933,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.008726191013388791,2045,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
SYP,6855,False,False,True,1,1,2,0,mixed,True,False,False,False,False,False,False,2,True,True,shared,0.004723846509294965,1191,0.0022174791281082107,4204,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TAAR1,134864,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,True,True,shared,0.004804538110901123,1179,0.0036957985468470188,3559,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TARDBP,23435,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0021045519502878854,4540,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TFF2,7032,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.009681026481484641,1860,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TGM2,7052,False,False,True,1,2,2,0,mixed,True,False,False,False,True,False,False,2,True,True,shared,0.019428885079199966,631,0.03750453957234075,479,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
THRB,7068,True,False,True,2,6,2,0,mixed,True,True,True,True,False,True,False,10,True,True,shared,0.011997595746015055,746,0.0036957985468470188,3372,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TIMP1,7076,False,False,True,1,2,2,0,consistent:increases,True,False,False,False,False,False,False,2,True,True,shared,0.0044349582562164215,1228,0.03549950329135438,514,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TIMP3,7078,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.00597206708417791,1070,0.01966115017022758,1020,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TK1,7083,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0106972835717072,1710,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TLR9,54106,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.011087395640541052,779,0.030087660897100698,635,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TMEM37,140738,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4759,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNC,3371,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,2,True,True,shared,0.002771848910135263,1587,0.006422229594026347,2522,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNF,7124,False,False,True,2,3,2,0,mixed,True,True,True,True,False,True,False,3,True,True,shared,0.013626440735108538,705,0.10862489614014692,109,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNFAIP6,7130,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3325,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNFRSF10B,8795,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0022174791281082107,1761,0.0073915970936940375,2380,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
