axis,source,term_id,term_name,term_size_in_background,query_size,intersection_size,raw_hypergeom_p,bh_q_within_source,significant_q_lt_0_05,intersection_genes,themes
cluster_8,REAC,REACTOME_INNATE_IMMUNE_SYSTEM,INNATE IMMUNE SYSTEM,401,3016,206,0.25245719991510984,0.6934027541188703,False,ACLY;ACTB;AHSG;ALAD;ALDOA;ANXA2;APP;ARG1;ARL8A;ARMC8;ARPC1A;ARPC2;ASAH1;ATF2;ATP6AP2;ATP6V0A1;ATP6V0A2;ATP6V1C2;ATP6V1G2;B2M;BCL2;BCL2L1;BIRC2;BTRC;C1R;C1S;C3;C4A;C4B;C4BPA;C5;CALM1;CALML5;CAND1;CAP1;CAPZA1;CASP3;CASP8;CASP9;CAT;CCT2;CD209;CD4;CD44;CD55;CD58;CD59;CD81;CDC42;CFB;CFI;CFL1;CHGA;CLEC4A;CLU;CREB1;CRP;CSNK2B;CST3;CTNNB1;CTSA;CTSD;CTSH;CTSL;DBNL;DCD;DHX9;DNAJC3;DNAJC5;DOCK2;DPP7;DSG1;DSP;DTX4;DYNLL1;EEA1;EEF1A1;ELK1;F2;FABP5;FOS;FTH1;FTL;GLB1;GM2A;GPI;GRB2;GSDME;GSN;GSTP1;HBB;HGSNAT;HMOX1;HP;HRAS;HRNR;HSPA1A;HUWE1;IFNA21;IGHG1;IGHG4;IGKV3-20;IL1B;IRAK2;ITGAV;JUN;JUP;KCMF1;KPNB1;KRT1;LAIR1;LAMP2;LAT2;LRRFIP1;LYZ;MALT1;MANBA;MAP2K1;MAPK1;MAPK3;MAPK8;MAPK9;MASP1;MASP2;MEF2C;MME;MYD88;NCF2;NCKAP1;NFKB1;NFKBIB;NKIRAS1;NKIRAS2;NOS1;NOS2;NOS3;ORM1;ORM2;PADI2;PDXK;PELI3;PGAM1;PGLYRP1;PGLYRP3;PGM1;PIK3CB;PIK3R1;PLAC8;POLR3B;PPP2CB;PPP2R1A;PRKACB;PRKCE;PRSS3;PSEN1;PSMA5;PSMB2;PSMB7;PSMC2;PSMC3;PSMC4;PSMD1;PSMD13;PSMD2;PSTPIP1;PTK2;PTPRC;PTPRN2;QPCT;RAB5C;RAB6A;RAB7A;RAP1B;RASGRP2;RELA;RIPK2;RNF135;RPS6KA2;S100A11;S100A9;SCAMP1;SERPINA1;SERPINA3;SERPINB3;SERPINB6;SLC2A3;SNAP25;SPTAN1;STAT6;STBD1;SYNGR1;TIMP2;TMT1A;TNFRSF1B;TP53;TRPM2;TUBB;TUBB4B;UBA52;UBE2K;UBE2V1;UBR4;VAV2;VCP;WASF3;XRCC6,
cluster_8,REAC,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,INOSITOL PHOSPHATE METABOLISM,17,3016,10,0.3036084968065305,0.7766168597094297,False,CALM1;INPP4A;INPP5A;ITPK1;ITPKB;OCRL;PLCB1;PLCD3;PTEN;SYNJ1,
cluster_8,REAC,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,INSERTION OF TAIL ANCHORED PROTEINS INTO THE ENDOPLASMIC RETICULUM MEMBRANE,13,3016,12,0.0015613117443874726,0.05038778811432298,False,ALDH3A2;APP;BAG6;CAMLG;CYB5A;GET1;GET3;GET4;HMOX1;PRNP;UBE2J2;VAMP2,rna_protein_processing;transport_trafficking
cluster_8,REAC,REACTOME_INSULIN_PROCESSING,INSULIN PROCESSING,9,3016,6,0.2466652411008178,0.6854493979709614,False,CPE;EXOC5;EXOC6;EXOC7;KIF5C;VAMP2,
cluster_8,REAC,REACTOME_INSULIN_RECEPTOR_RECYCLING,INSULIN RECEPTOR RECYCLING,13,3016,6,0.7005068523797734,1.0,False,ATP6V0A1;ATP6V0A2;ATP6V1C2;ATP6V1G2;CTSD;PTPRF,
cluster_8,REAC,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,INSULIN RECEPTOR SIGNALLING CASCADE,27,3016,12,0.768051522548639,1.0,False,AKT2;FGF2;FGF7;FGFR3;FGFR4;GRB2;HRAS;MAPK1;MAPK3;PIK3CB;PIK3R1;TRIB3,
cluster_8,REAC,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,INTEGRATION OF ENERGY METABOLISM,61,3016,31,0.4772430003964984,0.841774968361186,False,ACACB;ACLY;ACSL4;ADCY2;ADCY8;ADCY9;ADIPOR1;ADRA2A;CACNA1C;CACNA1E;CHRM3;FASN;GNAI1;GNAQ;GNAS;GNG12;GNG4;KCNC2;KCNS3;PLCB1;PPP2CB;PPP2R1A;PRKAB2;PRKACB;PRKAG2;PRKAR1B;SLC2A1;SNAP25;STXBP1;TKT;VAMP2,
cluster_8,REAC,REACTOME_INTEGRATION_OF_PROVIRUS,INTEGRATION OF PROVIRUS,5,3016,3,0.4932089955468358,0.841774968361186,False,LIG4;XRCC4;XRCC6,
cluster_8,REAC,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,INTEGRIN CELL SURFACE INTERACTIONS,39,3016,16,0.892764895171436,1.0,False,CD44;COL1A1;COL3A1;COL4A2;COL6A3;FBN1;FN1;ICAM5;ITGA3;ITGAV;ITGB3;JAM3;LUM;SPP1;TNC;VCAM1,
cluster_8,REAC,REACTOME_INTEGRIN_SIGNALING,INTEGRIN SIGNALING,13,3016,7,0.48937218470779026,0.841774968361186,False,AKT1;FN1;GRB2;ITGB3;PTK2;RAP1B;RASGRP2,
cluster_8,REAC,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS,8,3016,7,0.03351291868368533,0.3000817051337076,False,KPNB1;NUP205;NUP50;NUP98;RAN;RANGAP1;RCC1,rna_protein_processing
cluster_8,REAC,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS,7,3016,4,0.49207599489510745,0.841774968361186,False,NUP205;NUP50;NUP98;SLC25A4,rna_protein_processing
cluster_8,REAC,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,INTERACTION BETWEEN L1 AND ANKYRINS,17,3016,11,0.15839842297663417,0.5950416947799485,False,ACTB;ANK1;ANK2;ANK3;NRCAM;SCN2A;SCN3B;SPTAN1;SPTB;SPTBN1;SPTBN4,
cluster_8,REAC,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES,13,3016,8,0.2812794048477151,0.7355741342242272,False,AK5;CMPK1;GSR;GUK1;RRM1;RRM2B;TXNRD1;TYMS,
cluster_8,REAC,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,INTERFERON ALPHA BETA SIGNALING,29,3016,6,0.9996946590924174,1.0,False,IFIT2;IFNA21;IRF8;KPNB1;STAT1;UBA52,
cluster_8,REAC,REACTOME_INTERFERON_GAMMA_SIGNALING,INTERFERON GAMMA SIGNALING,35,3016,16,0.7369362473422368,1.0,False,B2M;CAMK2B;CAMK2D;CAMK2G;CD44;HLA-DRB1;IFNG;IRF8;MAPK1;MAPK3;MT2A;NCAM1;STAT1;TRIM26;VCAM1;YBX1,
cluster_8,REAC,REACTOME_INTERFERON_SIGNALING,INTERFERON SIGNALING,109,3016,48,0.8993081339903245,1.0,False,ACTB;ARIH1;B2M;CAMK2B;CAMK2D;CAMK2G;CD44;DHX9;DNAJC3;EIF2S1;EIF2S3;EIF4A1;EIF4A3;EIF4E2;FAAP100;FANCA;FANCM;FLNA;FNTA;HLA-DRB1;HSPA1A;HSPA5;IFIT2;IFNA21;IFNG;ILF3;IRF8;KPNA2;KPNB1;MAPK1;MAPK3;MT2A;NCAM1;NUP205;NUP50;NUP98;PPP2CB;PPP2R1A;PPP2R5A;SNCA;STAT1;TP53;TRIM26;TUBB2A;TUBB4B;UBA52;VCAM1;YBX1,
cluster_8,REAC,REACTOME_INTERLEUKIN_10_SIGNALING,INTERLEUKIN 10 SIGNALING,26,3016,13,0.5629878143220268,0.9460860311683764,False,CCL2;CCL20;CCL3;CCL5;CXCL8;FCER2;IL10;IL12B;IL1B;IL6;PTGS2;TNF;TNFRSF1B,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,INTERLEUKIN 12 FAMILY SIGNALING,36,3016,21,0.18970753065936483,0.6108496452070251,False,ANXA2;CA1;CANX;CAPZA1;CDC42;CFL1;GSTA2;GSTO1;HNRNPA2B1;HSPA9;IFNG;IL10;IL12B;LMNB1;PDCD4;RAP1B;SNRPA1;SOD1;SOD2;STAT1;TCP1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_12_SIGNALING,INTERLEUKIN 12 SIGNALING,29,3016,19,0.06258512668747168,0.378173957005148,False,ANXA2;CA1;CAPZA1;CDC42;CFL1;GSTA2;GSTO1;HNRNPA2B1;HSPA9;IFNG;IL10;IL12B;LMNB1;PDCD4;RAP1B;SNRPA1;SOD1;SOD2;TCP1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_15_SIGNALING,INTERLEUKIN 15 SIGNALING,6,3016,2,0.8873103664866154,1.0,False,GRB2;SOS2,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_17_SIGNALING,INTERLEUKIN 17 SIGNALING,32,3016,20,0.09964652941707423,0.4913127492091855,False,ATF2;BTRC;CREB1;ELK1;FOS;IRAK2;JUN;MAP2K1;MAPK1;MAPK3;MAPK8;MAPK9;MEF2C;NFKB1;PPP2CB;PPP2R1A;RIPK2;RPS6KA2;UBA52;UBE2V1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,INTERLEUKIN 1 FAMILY SIGNALING,69,3016,31,0.81802579808617,1.0,False,APP;BTRC;CASP8;IL1B;IL1RAP;IRAK2;MAP2K1;MAPK8;MYD88;NFKB1;NFKBIB;NKIRAS1;NKIRAS2;PELI3;PSMA5;PSMB2;PSMB7;PSMC2;PSMC3;PSMC4;PSMD1;PSMD13;PSMD2;PTPN23;PTPN7;RELA;RIPK2;SQSTM1;TP53;UBA52;UBE2V1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_1_PROCESSING,INTERLEUKIN 1 PROCESSING,8,3016,3,0.8508275802365792,1.0,False,IL1B;NFKB1;RELA,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_1_SIGNALING,INTERLEUKIN 1 SIGNALING,53,3016,28,0.3711857171849581,0.8294079897471615,False,APP;BTRC;CASP8;IL1B;IL1RAP;IRAK2;MAP2K1;MYD88;NFKB1;NFKBIB;NKIRAS1;NKIRAS2;PELI3;PSMA5;PSMB2;PSMB7;PSMC2;PSMC3;PSMC4;PSMD1;PSMD13;PSMD2;RELA;RIPK2;SQSTM1;TP53;UBA52;UBE2V1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,INTERLEUKIN 20 FAMILY SIGNALING,10,3016,1,0.9989580150310323,1.0,False,STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_23_SIGNALING,INTERLEUKIN 23 SIGNALING,6,3016,1,0.9837233780727441,1.0,False,IL12B,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_27_SIGNALING,INTERLEUKIN 27 SIGNALING,6,3016,2,0.8873103664866154,1.0,False,CANX;STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,INTERLEUKIN 2 FAMILY SIGNALING,18,3016,7,0.8751459328102533,1.0,False,GRB2;IL2;PIK3CB;PIK3R1;PTK2B;SOS2;STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_2_SIGNALING,INTERLEUKIN 2 SIGNALING,6,3016,2,0.8873103664866154,1.0,False,IL2;PTK2B,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_35_SIGNALLING,INTERLEUKIN 35 SIGNALLING,5,3016,2,0.8080441061429807,1.0,False,CANX;STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_37_SIGNALING,INTERLEUKIN 37 SIGNALING,8,3016,2,0.9633230755622021,1.0,False,PTPN23;PTPN7,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING,21,3016,6,0.9856674818167565,1.0,False,GRB2;IL2;PIK3CB;PIK3R1;RAPGEF1;UBA52,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING,70,3016,36,0.4280936523436172,0.841774968361186,False,AKT1;ANXA1;BCL2;BCL2L1;CCL2;CDKN1A;CEBPD;CXCL8;FCER2;FGF2;FN1;FOS;FOXO3;HMOX1;IGHG1;IGHG4;IL10;IL12B;IL13RA2;IL1B;IL4R;IL6;NOS2;PIK3R1;POMC;POU2F1;PTGS2;S1PR1;STAT1;STAT6;TNF;TNFRSF1B;TP53;VCAM1;VEGFA;VIM,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,INTERLEUKIN 6 FAMILY SIGNALING,12,3016,4,0.9236405467120294,1.0,False,IL6;LIFR;OSMR;STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_6_SIGNALING,INTERLEUKIN 6 SIGNALING,5,3016,2,0.8080441061429807,1.0,False,IL6;STAT1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_7_SIGNALING,INTERLEUKIN 7 SIGNALING,10,3016,1,0.9989580150310323,1.0,False,PIK3R1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,INTERLEUKIN RECEPTOR SHC SIGNALING,13,3016,4,0.9514511594036417,1.0,False,GRB2;IL2;PIK3CB;PIK3R1,inflammatory_signaling
cluster_8,REAC,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,INTRACELLULAR SIGNALING BY SECOND MESSENGERS,146,3016,83,0.04632110800581034,0.3305325294886969,False,ADCY2;ADCY8;ADCY9;AGO1;AKT1;AKT2;AKT3;ATF2;CALM1;CAMK2B;CAMK2D;CAMK2G;CAMKK1;CASP9;CBX2;CDKN1A;CHD3;CHD4;CREB1;CSNK2A2;CSNK2B;EGFR;ERBB2;ESR1;EZH2;FGF2;FGF7;FGFR3;FGFR4;FOXO3;GATAD2B;GRB2;GSK3B;HBEGF;HDAC1;HDAC2;HDAC3;IL1RAP;JUN;KDM1A;KITLG;KPNA2;MAPK1;MAPK3;MKRN1;MTA1;MTA2;MTOR;MYD88;NRG3;NTRK2;PDGFRA;PHC2;PHLPP2;PIK3CB;PIK3R1;PPP2CB;PPP2R1A;PPP2R5A;PPP2R5C;PRKACB;PRKAR1B;PRKCE;PSMA5;PSMB2;PSMB7;PSMC2;PSMC3;PSMC4;PSMD1;PSMD13;PSMD2;PTEN;RHEB;RNF146;RPTOR;SALL4;SNAI1;SNAI2;TP53;TRIB3;TSC2;UBA52,
cluster_8,REAC,REACTOME_INTRAFLAGELLAR_TRANSPORT,INTRAFLAGELLAR TRANSPORT,14,3016,5,0.905968216504606,1.0,False,DYNLL1;IFT80;KIF3C;TUBB2A;TUBB4B,transport_trafficking
cluster_8,REAC,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC,57,3016,37,0.014076813062783926,0.21837474637313045,False,ARF3;ARL1;CAPZA1;COG2;COPA;DCTN2;DYNC1I1;DYNLL1;GOLGA4;KIF11;KIF15;KIF18A;KIF20B;KIF21A;KIF27;KIF2A;KIF3C;KIFC1;KIFC2;MAN1A1;MAN2A2;NAPB;NBAS;PAFAH1B1;PLA2G4A;PLIN3;RAB1A;RAB30;RAB3GAP1;RAB6A;RAB6B;SCOC;TMED3;TMF1;TUBB2A;TUBB4B;VPS45,
cluster_8,REAC,REACTOME_INTRA_GOLGI_TRAFFIC,INTRA GOLGI TRAFFIC,9,3016,6,0.2466652411008178,0.6854493979709614,False,COG2;MAN1A1;MAN2A2;NAPB;RAB30;VPS45,
cluster_8,REAC,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,INTRINSIC PATHWAY FOR APOPTOSIS,34,3016,23,0.02581450807049557,0.28197385738541314,False,AKT1;AKT2;AKT3;AVEN;BAK1;BAX;BCL2;BCL2L1;CASP3;CASP8;CASP9;CYCS;DYNLL1;E2F1;GSDME;MAPK1;MAPK3;MAPK8;TFDP2;TP53;TP53BP2;YWHAB;YWHAG,
cluster_8,REAC,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION,9,3016,7,0.08617119925456262,0.4515243650977082,False,A2M;F10;F2;KLKB1;KNG1;PROC;SERPINE2,
cluster_8,REAC,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,INWARDLY RECTIFYING K CHANNELS,24,3016,8,0.96569084127287,1.0,False,GABBR1;GABBR2;GNG12;GNG4;KCNJ4;KCNJ6;KCNJ8;KCNJ9,
cluster_8,REAC,REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,IONOTROPIC ACTIVITY OF KAINATE RECEPTORS,8,3016,4,0.6288561086088036,0.9627415984834129,False,CALM1;DLG1;GRIK4;GRIK5,
cluster_8,REAC,REACTOME_ION_CHANNEL_TRANSPORT,ION CHANNEL TRANSPORT,75,3016,38,0.47475937025858833,0.841774968361186,False,ANO1;ASPH;ATP10B;ATP11C;ATP13A2;ATP1A1;ATP1A3;ATP1B1;ATP1B2;ATP2B3;ATP2B4;ATP2C1;ATP6V0A1;ATP6V0A2;ATP6V1C2;ATP6V1G2;ATP7B;ATP8B1;ATP9A;CALM1;CAMK2B;CAMK2D;CAMK2G;CLCN4;FXYD1;FXYD6;MCOLN3;NEDD4L;OSTM1;SCNN1D;SLN;TRPC1;TRPM2;TRPV5;UBA52;UNC80;WNK1;WNK2,transport_trafficking
cluster_8,REAC,REACTOME_ION_HOMEOSTASIS,ION HOMEOSTASIS,30,3016,21,0.019201925543986333,0.22913222077697976,False,ASPH;ATP1A1;ATP1A3;ATP1B1;ATP1B2;ATP2B3;ATP2B4;CALM1;CAMK2B;CAMK2D;CAMK2G;FXYD1;FXYD6;NOS1;ORAI1;ORAI2;SLC8A3;SLN;STIM1;TNNI3;TRPC1,
cluster_8,REAC,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,ION TRANSPORT BY P TYPE ATPASES,30,3016,20,0.045049010659689484,0.32471875703938613,False,ATP10B;ATP11C;ATP13A2;ATP1A1;ATP1A3;ATP1B1;ATP1B2;ATP2B3;ATP2B4;ATP2C1;ATP7B;ATP8B1;ATP9A;CALM1;CAMK2B;CAMK2D;CAMK2G;FXYD1;FXYD6;SLN,transport_trafficking
cluster_8,REAC,REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,IRAK1 RECRUITS IKK COMPLEX,8,3016,3,0.8508275802365792,1.0,False,PELI3;UBA52;UBE2V1,
cluster_8,REAC,REACTOME_IRAK4_DEFICIENCY_TLR2_4,IRAK4 DEFICIENCY TLR2 4,13,3016,2,0.9981646677418456,1.0,False,MYD88;S100A9,
cluster_8,REAC,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,IRE1ALPHA ACTIVATES CHAPERONES,24,3016,11,0.7177837993290079,1.0,False,ADD1;DDX11;DNAJB11;DNAJB9;DNAJC3;GFPT1;HDGF;HSPA5;SEC31A;TPP1;WFS1,
cluster_8,REAC,REACTOME_IRON_UPTAKE_AND_TRANSPORT,IRON UPTAKE AND TRANSPORT,26,3016,19,0.013025752659769524,0.21507638112642702,False,ABCG2;ACO1;ATP6V0A1;ATP6V0A2;ATP6V1C2;ATP6V1G2;CAND1;CP;FLVCR1;FTH1;FTL;GLRX3;HFE;HMOX1;SLC11A2;SLC22A17;SLC40A1;TF;UBA52,transport_trafficking
cluster_8,REAC,REACTOME_IRS_MEDIATED_SIGNALLING,IRS MEDIATED SIGNALLING,22,3016,10,0.7273517462325519,1.0,False,AKT2;FGF2;FGF7;FGFR3;FGFR4;GRB2;HRAS;PIK3CB;PIK3R1;TRIB3,
cluster_8,REAC,REACTOME_ISG15_ANTIVIRAL_MECHANISM,ISG15 ANTIVIRAL MECHANISM,22,3016,12,0.4023848257780093,0.841774968361186,False,ARIH1;EIF4A1;EIF4A3;EIF4E2;KPNA2;KPNB1;MAPK3;NUP205;NUP50;NUP98;STAT1;UBA52,
cluster_8,REAC,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,JNK C JUN KINASES PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1,12,3016,6,0.6030600826850119,0.9627415984834129,False,IRAK2;MAPK8;MAPK9;RIPK2;UBA52;UBE2V1,
cluster_8,REAC,REACTOME_JOSEPHIN_DOMAIN_DUBS,JOSEPHIN DOMAIN DUBS,6,3016,4,0.33690640563796076,0.8067573288463816,False,PRKN;RAD23B;UBA52;VCP,
cluster_8,REAC,REACTOME_KEAP1_NFE2L2_PATHWAY,KEAP1 NFE2L2 PATHWAY,65,3016,47,0.00015768392675056164,0.008599307672994208,True,ABCC1;ABCC3;ABCG2;AKT1;AKT2;AKT3;ATF4;BACH1;BCL2;BCL2L1;BTRC;CCL2;CDKN1A;CSNK2A2;CSNK2B;GCLC;GCLM;GSK3B;GSR;GSTA1;HMOX1;KEAP1;MAFG;MAP1LC3B;NFE2L2;NFKB1;NPLOC4;NQO1;PGD;PRDX1;PSMA5;PSMB2;PSMB7;PSMC2;PSMC3;PSMC4;PSMD1;PSMD13;PSMD2;RELA;SLC7A11;SP1;SQSTM1;TKT;TXNRD1;UBA52;VCP,
cluster_8,REAC,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,KERATAN SULFATE BIOSYNTHESIS,9,3016,6,0.2466652411008178,0.6854493979709614,False,CHST3;CHST6;LUM;OMD;SLC35D2;ST3GAL4,
cluster_8,REAC,REACTOME_KERATAN_SULFATE_DEGRADATION,KERATAN SULFATE DEGRADATION,6,3016,3,0.649511585455711,0.9627415984834129,False,GLB1;LUM;OMD,
cluster_8,REAC,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,KERATAN SULFATE KERATIN METABOLISM,13,3016,7,0.48937218470779026,0.841774968361186,False,CHST3;CHST6;GLB1;LUM;OMD;SLC35D2;ST3GAL4,
cluster_8,REAC,REACTOME_KERATINIZATION,KERATINIZATION,47,3016,20,0.8691103608320803,1.0,False,CASP14;CSTA;DSG1;DSP;EVPL;JUP;KLK13;KRT1;KRT10;KRT14;KRT15;KRT16;KRT17;KRT2;KRT28;KRT5;KRT6B;KRT6C;KRT9;KRTAP4-3,
cluster_8,REAC,REACTOME_KIDNEY_DEVELOPMENT,KIDNEY DEVELOPMENT,24,3016,11,0.7177837993290079,1.0,False,CTNNB1;FGF2;GFRA1;IRX2;PAX2;PAX8;PLAC8;SIX2;WFDC2;WNT4;WT1,
cluster_8,REAC,REACTOME_KILLING_MECHANISMS,KILLING MECHANISMS,7,3016,2,0.9351992017307963,1.0,False,JUN;MAPK8,
cluster_8,REAC,REACTOME_KINESINS,KINESINS,21,3016,12,0.3194291423143727,0.8042364930610092,False,KIF11;KIF15;KIF18A;KIF20B;KIF21A;KIF27;KIF2A;KIF3C;KIFC1;KIFC2;TUBB2A;TUBB4B,
cluster_8,REAC,REACTOME_L1CAM_INTERACTIONS,L1CAM INTERACTIONS,63,3016,39,0.03319373486800486,0.3000817051337076,False,ACTB;ALCAM;ANK1;ANK2;ANK3;AP2A1;AP2B1;AP2M1;CHL1;CLTA;CNTN1;CNTN2;CSNK2A2;CSNK2B;DLG1;EGFR;EPHB2;EZR;GAP43;ITGAV;ITGB3;MAP2K1;MAP2K2;MAPK1;MAPK3;NCAM1;NRCAM;RPS6KA2;SCN2A;SCN3B;SH3GL2;SHTN1;SPTAN1;SPTB;SPTBN1;SPTBN4;TUBB2A;TUBB4B;VAV2,
cluster_8,REAC,REACTOME_LAGGING_STRAND_SYNTHESIS,LAGGING STRAND SYNTHESIS,7,3016,3,0.7675882783761633,1.0,False,POLD1;RFC3;RPA1,
cluster_8,REAC,REACTOME_LAMININ_INTERACTIONS,LAMININ INTERACTIONS,11,3016,5,0.7175408886188996,1.0,False,COL4A2;ITGA3;ITGAV;ITGB4;LAMC3,
cluster_8,REAC,REACTOME_LANOSTEROL_BIOSYNTHESIS,LANOSTEROL BIOSYNTHESIS,8,3016,7,0.03351291868368533,0.3000817051337076,False,FDFT1;HMGCR;HMGCS1;IDI1;LSS;PLPP6;SQLE,
cluster_8,REAC,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,LATE ENDOSOMAL MICROAUTOPHAGY,15,3016,8,0.48861137644467734,0.841774968361186,False,CHMP3;CHMP4A;HBB;PARK7;PLIN3;TSG101;UBA52;VIM,
cluster_8,REAC,REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS,LATE SARS COV 2 INFECTION EVENTS,26,3016,14,0.40778043317830825,0.841774968361186,False,ANO1;CANX;GSK3B;MGAT4A;MGAT4B;MOGS;RPN2;SRPK1;SRPK2;ST3GAL4;ST6GALNAC2;TUSC3;UBA52;ZDHHC2,
cluster_8,REAC,REACTOME_LDL_CLEARANCE,LDL CLEARANCE,7,3016,4,0.49207599489510745,0.841774968361186,False,AP2A1;AP2B1;AP2M1;CLTA,
cluster_8,REAC,REACTOME_LEISHMANIA_INFECTION,LEISHMANIA INFECTION,83,3016,39,0.7244665626600946,1.0,False,ACTB;ADCY2;ADCY8;ADCY9;ADORA2B;APP;ARPC1A;ARPC2;C3;CALM1;CDC42;CREB1;CYSLTR2;ENTPD1;GNAI1;GNAS;GNG12;GNG4;GRB2;HMOX1;IGHG1;IGHG4;IGKV3-20;IL10;IL1B;IL6;JUN;MAPK1;MAPK3;MAPK8;NCKAP1;NFKB1;PRKACB;PRKAR1B;PSTPIP1;PTK2;RELA;VAV2;WASF3,
cluster_8,REAC,REACTOME_LGI_ADAM_INTERACTIONS,LGI ADAM INTERACTIONS,10,3016,4,0.8223226838605135,1.0,False,CACNG2;CACNG8;LGI1;STX1B,
cluster_8,REAC,REACTOME_LIPOPHAGY,LIPOPHAGY,5,3016,3,0.4932089955468358,0.841774968361186,False,PLIN3;PRKAB2;PRKAG2,
cluster_8,REAC,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS,12,3016,7,0.377322226321596,0.8294079897471615,False,CTNNB1;CTNND1;GRB2;SH3GL2;SH3GL3;SH3KBP1;UBA52,
cluster_8,REAC,REACTOME_LONG_TERM_POTENTIATION,LONG TERM POTENTIATION,14,3016,9,0.20382379195818448,0.6375105387238369,False,ACTN2;CALM1;CAMK2B;CAMK2D;CAMK2G;DLG1;DLG2;GRIA1;GRIN1,
cluster_8,REAC,REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME,LOSS OF FUNCTION OF MECP2 IN RETT SYNDROME,7,3016,5,0.22052921369510087,0.649691874371459,False,CALM1;HDAC1;HDAC3;MECP2;TBL1XR1,
