gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
NR1H4,9971,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588526,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of farnesoid X receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588526,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of farnesoid X receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588527,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of farnesoid X receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588527,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of farnesoid X receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR3C1,2908,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588532,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of glucocorticoid receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADP91253
NR3C1,2908,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588532,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of glucocorticoid receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADP91253
NR3C1,2908,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588533,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of glucocorticoid receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADP91253
NR3C1,2908,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:588533,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of glucocorticoid receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADP91253
PPARD,5467,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588534,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of peroxisome proliferator-activated receptor delta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588534,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of peroxisome proliferator-activated receptor delta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588535,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor delta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588535,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor delta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARG,5468,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588536,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of peroxisome proliferator-activated receptor gamma signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588536,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of peroxisome proliferator-activated receptor gamma signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588537,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor gamma signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588537,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor gamma signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
VDR,7421,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588541,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of vitamin D receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588541,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of vitamin D receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588543,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of vitamin D receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588543,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of vitamin D receptor signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
RXRA,6256,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588544,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of retinoid X receptor alpha signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17354
RXRA,6256,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588544,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of retinoid X receptor alpha signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17354
THRB,7068,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588545,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of thyroid hormone receptor beta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001121649
THRB,7068,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588545,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of thyroid hormone receptor beta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001121649
RXRA,6256,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588546,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of retinoid X receptor alpha signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17354
RXRA,6256,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588546,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of retinoid X receptor alpha signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17354
THRB,7068,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588547,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of thyroid hormone receptor beta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001121649
THRB,7068,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588547,PubChem BioAssay,assay_name=qHTS assay for small molecule antagonists of thyroid hormone receptor beta signaling; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001121649
POLK,51426,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588579,PubChem BioAssay,assay_name=qHTS for Inhibitors of Polymerase Kappa; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_057302
POLK,51426,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588579,PubChem BioAssay,assay_name=qHTS for Inhibitors of Polymerase Kappa; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_057302
POLI,11201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588590,PubChem BioAssay,assay_name=qHTS for Inhibitors of Polymerase Iota; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_009126
POLH,5429,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588591,PubChem BioAssay,assay_name=qHTS for Inhibitors of Polymerase Eta; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_006493
PTPN5,84867,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588621,PubChem BioAssay,assay_name=uHTS identification of small molecule inhibitors of Striatal-Enriched Phosphatase via a fluorescence intensity assay; assay_type=Screening; activity_name=; target_accession=NP_008837
RIN1,9610,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588664,PubChem BioAssay,"assay_name=TRFRET-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl); assay_type=Screening; activity_name=; target_accession=NP_004283"
ABL1,25,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588664,PubChem BioAssay,"assay_name=TRFRET-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl); assay_type=Screening; activity_name=; target_accession=NP_005148"
fba,886474,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Mycobacterium tuberculosis H37Rv,,Inactive,,,,,,PubChem-AID:588726,PubChem BioAssay,assay_name=Fluorescence-based biochemical primary high throughput screening assay to identify inhibitors of the fructose-bisphosphate aldolase (FBA) of M. tuberculosis; assay_type=Screening; activity_name=; target_accession=NP_214877
FEN1,2237,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588795,PubChem BioAssay,assay_name=qHTS Assay for the Inhibitors of Human Flap endonuclease 1 (FEN1).; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_004102
CHRM1,1128,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588814,PubChem BioAssay,"assay_name=Fluorescence-based cell-based primary high throughput screening assay to identify agonists of the human cholinergic receptor, muscarinic 1 (CHRM1); assay_type=Screening; activity_name=; target_accession=NP_000729"
CHRM1,1128,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588819,PubChem BioAssay,assay_name=Fluorescence-based cell-based primary high throughput screening assay to identify positive allosteric modulators (PAMs) of the human M1 muscarinic receptor (CHRM1).; assay_type=Screening; activity_name=; target_accession=NP_000729
KCNH2,3757,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588834,PubChem BioAssay,assay_name=qHTS Assay for Small Molecule Inhibitors of the Human hERG Channel Activity; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001191727
KCNH2,3757,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588834,PubChem BioAssay,assay_name=qHTS Assay for Small Molecule Inhibitors of the Human hERG Channel Activity; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001191727
CFTR,1080,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588850,PubChem BioAssay,assay_name=uHTS identification of cystic fibrosis induced NFkb Inhibitors in a fluoresence assay; assay_type=Screening; activity_name=; target_accession=NP_000483
CHRM1,1128,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588852,PubChem BioAssay,assay_name=Fluorescence-based cell-based primary high throughput screening assay to identify antagonists of the human M1 muscarinic receptor (CHRM1); assay_type=Screening; activity_name=; target_accession=NP_000729
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:588855,PubChem BioAssay,assay_name=qHTS for Inhibitors of TGF-b; assay_type=Confirmatory; activity_name=Potency; target_accession=AAL68976
lon,945085,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Escherichia coli str. K-12 substr. MG1655,,Inactive,,,,,,PubChem-AID:602123,PubChem BioAssay,assay_name=Fluorescence polarization-based primary biochemical high throughput screening assay to identify inhibitors of Escherichia coli DNA-binding ATP-dependent protease La (eLon); assay_type=Screening; activity_name=; target_accession=NP_414973
ABCB6,10058,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602162,PubChem BioAssay,assay_name=Flow Cytometric HTS Screen for inhibitors of the ABC transporter ABCB6 for MLPCN Compound Set; assay_type=Screening; activity_name=; target_accession=NP_005680
MSRA,281312,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Bos taurus,,Inactive,,,,,,PubChem-AID:602163,PubChem BioAssay,assay_name=Absorbance-based biochemical primary high throughput screening assay to identify activators of Methionine sulfoxide reductase A (MsrA); assay_type=Screening; activity_name=; target_accession=AAI02981
IDH1,3417,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602179,PubChem BioAssay,assay_name=qHTS for Inhibitors of mutant isocitrate dehydrogenase 1 (IDH1): qHTS; assay_type=Confirmatory; activity_name=Potency; target_accession=ABD77215
PGKC,4357161,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Trypanosoma brucei brucei TREU927,,Inactive,,,,,,PubChem-AID:602233,PubChem BioAssay,assay_name=qHTS Assay to Find Inhibitors of Phosphoglycerate Kinase; assay_type=Confirmatory; activity_name=Potency; target_accession=XP_001218773
CXCR6,10663,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602244,PubChem BioAssay,assay_name=uHTS identification of CXCR6 Inhibitors in a B-arrestin luminescence assay; assay_type=Screening; activity_name=; target_accession=NP_006555
CFTR,1080,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602252,PubChem BioAssay,assay_name=Fluorescence Polarization with CAL-PDZ Measured in Biochemical System Using Plate Reader - 2109-02_Inhibitor_SinglePoint_HTS_Activity; assay_type=Screening; activity_name=; target_accession=NP_000483
GOPC,57120,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602252,PubChem BioAssay,assay_name=Fluorescence Polarization with CAL-PDZ Measured in Biochemical System Using Plate Reader - 2109-02_Inhibitor_SinglePoint_HTS_Activity; assay_type=Screening; activity_name=; target_accession=NP_001017408
FASN,2194,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:602261,PubChem BioAssay,assay_name=uHTS identification of small molecule inhibitors of  the thioesterase domain of fatty acid synthase via a fluorescence intensity assay; assay_type=Screening; activity_name=; target_accession=NP_004095
