soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
1975,mus_musculus,cell_type,oligodendrocyte,CL:0000128,169703,142462
1976,mus_musculus,cell_type,microglial cell,CL:0000129,144763,100961
1977,mus_musculus,cell_type,gut endothelial cell,CL:0000131,3063,3063
1978,mus_musculus,cell_type,neurectodermal cell,CL:0000133,15339,15339
1979,mus_musculus,cell_type,mesenchymal stem cell,CL:0000134,65354,33070
1980,mus_musculus,cell_type,fibrocyte,CL:0000135,723,635
1981,mus_musculus,cell_type,adipocyte,CL:0000136,124715,55071
1982,mus_musculus,cell_type,chondrocyte,CL:0000138,854523,301140
1983,mus_musculus,cell_type,professional antigen presenting cell,CL:0000145,9213,3298
1984,mus_musculus,cell_type,melanocyte,CL:0000148,10116,3530
1985,mus_musculus,cell_type,secretory cell,CL:0000151,2804,1678
1986,mus_musculus,cell_type,exocrine cell,CL:0000152,309,309
1987,mus_musculus,cell_type,club cell,CL:0000158,19836,7234
1988,mus_musculus,cell_type,goblet cell,CL:0000160,29,29
1989,mus_musculus,cell_type,enteroendocrine cell,CL:0000164,483,161
1990,mus_musculus,cell_type,neuroendocrine cell,CL:0000165,144,48
1991,mus_musculus,cell_type,type B pancreatic cell,CL:0000169,140984,127288
1992,mus_musculus,cell_type,pancreatic A cell,CL:0000171,48335,45888
1993,mus_musculus,cell_type,pancreatic D cell,CL:0000173,29356,27936
1994,mus_musculus,cell_type,luteal cell,CL:0000175,413,206
1995,mus_musculus,cell_type,Leydig cell,CL:0000178,1248,461
1996,mus_musculus,cell_type,hepatocyte,CL:0000182,892150,304830
1997,mus_musculus,cell_type,myofibroblast cell,CL:0000186,134640,46738
1998,mus_musculus,cell_type,muscle cell,CL:0000187,3652,3652
1999,mus_musculus,cell_type,cell of skeletal muscle,CL:0000188,579,195
2000,mus_musculus,cell_type,smooth muscle cell,CL:0000192,14474,9710
2001,mus_musculus,cell_type,olfactory receptor cell,CL:0000207,120057,40019
2002,mus_musculus,cell_type,photoreceptor cell,CL:0000210,14109,4703
2003,mus_musculus,cell_type,Sertoli cell,CL:0000216,2896,1493
2004,mus_musculus,cell_type,myelinating Schwann cell,CL:0000218,131108,46264
2005,mus_musculus,cell_type,ectodermal cell,CL:0000221,18990,6330
2006,mus_musculus,cell_type,mesodermal cell,CL:0000222,4433479,1507267
2007,mus_musculus,cell_type,endodermal cell,CL:0000223,13331,13331
2008,mus_musculus,cell_type,erythrocyte,CL:0000232,8154,7442
2009,mus_musculus,cell_type,phagocyte,CL:0000234,1099,1099
2010,mus_musculus,cell_type,macrophage,CL:0000235,327354,233653
2011,mus_musculus,cell_type,B cell,CL:0000236,296637,133831
2012,mus_musculus,cell_type,keratinocyte,CL:0000312,567889,190177
2013,mus_musculus,cell_type,mucus secreting cell,CL:0000319,219,73
2014,mus_musculus,cell_type,pulmonary alveolar epithelial cell,CL:0000322,545,545
2015,mus_musculus,cell_type,metanephric mesenchyme stem cell,CL:0000324,79695,26565
2016,mus_musculus,cell_type,extraembryonic cell,CL:0000349,4980,1660
2017,mus_musculus,cell_type,vascular associated smooth muscle cell,CL:0000359,5187,5187
2018,mus_musculus,cell_type,epidermal cell,CL:0000362,6681,2227
2019,mus_musculus,cell_type,tendon cell,CL:0000388,7756,6891
2020,mus_musculus,cell_type,plasmatocyte,CL:0000394,1488,496
2021,mus_musculus,cell_type,brown adipocyte,CL:0000449,240837,80279
2022,mus_musculus,cell_type,dendritic cell,CL:0000451,9357,7343
2023,mus_musculus,cell_type,Langerhans cell,CL:0000453,525,175
2024,mus_musculus,cell_type,noradrenergic cell,CL:0000459,91,91
2025,mus_musculus,cell_type,CD4-positive helper T cell,CL:0000492,807,807
2026,mus_musculus,cell_type,inhibitory interneuron,CL:0000498,38715,38715
2027,mus_musculus,cell_type,stromal cell,CL:0000499,35499,29253
2028,mus_musculus,cell_type,granulosa cell,CL:0000501,42891,22610
2029,mus_musculus,cell_type,theca cell,CL:0000503,3132,1637
2030,mus_musculus,cell_type,skeletal muscle myoblast,CL:0000515,12984,12984
2031,mus_musculus,cell_type,perineuronal satellite cell,CL:0000516,20748,6916
2032,mus_musculus,cell_type,efferent neuron,CL:0000527,8421,2807
2033,mus_musculus,cell_type,neuron,CL:0000540,2146514,885130
2034,mus_musculus,cell_type,lymphocyte,CL:0000542,6387,2345
2035,mus_musculus,cell_type,proerythroblast,CL:0000547,14031,4677
2036,mus_musculus,cell_type,megakaryocyte,CL:0000556,45454,15196
2037,mus_musculus,cell_type,granulocyte monocyte progenitor cell,CL:0000557,750,250
2038,mus_musculus,cell_type,promonocyte,CL:0000559,11526,3842
2039,mus_musculus,cell_type,amacrine cell,CL:0000561,54437,19710
2040,mus_musculus,cell_type,retinal cone cell,CL:0000573,22081,10593
2041,mus_musculus,cell_type,corneal epithelial cell,CL:0000575,3234,1078
2042,mus_musculus,cell_type,monocyte,CL:0000576,143417,69655
2043,mus_musculus,cell_type,alveolar macrophage,CL:0000583,10092,7360
2044,mus_musculus,cell_type,enterocyte,CL:0000584,9984,9984
2045,mus_musculus,cell_type,germ cell,CL:0000586,6209,6209
2046,mus_musculus,cell_type,skeletal muscle satellite cell,CL:0000594,14340,4780
2047,mus_musculus,cell_type,enucleate erythrocyte,CL:0000595,928,928
2048,mus_musculus,cell_type,pyramidal neuron,CL:0000598,22450,22450
2049,mus_musculus,cell_type,retinal rod cell,CL:0000604,42311,36825
2050,mus_musculus,cell_type,GABAergic neuron,CL:0000617,1376379,513186
2051,mus_musculus,cell_type,natural killer cell,CL:0000623,30675,17860
2052,mus_musculus,cell_type,"CD4-positive, alpha-beta T cell",CL:0000624,11975,8419
2053,mus_musculus,cell_type,"CD8-positive, alpha-beta T cell",CL:0000625,21275,17395
2054,mus_musculus,cell_type,supporting cell,CL:0000630,12630,6927
2055,mus_musculus,cell_type,hepatic stellate cell,CL:0000632,904,826
2056,mus_musculus,cell_type,Mueller cell,CL:0000636,8204,8204
2057,mus_musculus,cell_type,Bergmann glial cell,CL:0000644,17841,17733
2058,mus_musculus,cell_type,basal cell,CL:0000646,19497,12045
2059,mus_musculus,cell_type,kidney granular cell,CL:0000648,1661,1661
2060,mus_musculus,cell_type,mesangial cell,CL:0000650,2821,2113
2061,mus_musculus,cell_type,pinealocyte,CL:0000652,1620,540
2062,mus_musculus,cell_type,podocyte,CL:0000653,25277,15515
2063,mus_musculus,cell_type,fenestrated endothelial cell,CL:0000666,3885,1295
2064,mus_musculus,cell_type,pericyte,CL:0000669,71531,38423
2065,mus_musculus,cell_type,primordial germ cell,CL:0000670,6104,2157
2066,mus_musculus,cell_type,glutamatergic neuron,CL:0000679,3000352,1122740
2067,mus_musculus,cell_type,muscle precursor cell,CL:0000680,96102,32034
2068,mus_musculus,cell_type,Cajal-Retzius cell,CL:0000695,245724,82118
2069,mus_musculus,cell_type,choroid plexus epithelial cell,CL:0000706,28408,9526
2070,mus_musculus,cell_type,leptomeningeal cell,CL:0000708,6089,2404
2071,mus_musculus,cell_type,urothelial cell,CL:0000731,715,715
2072,mus_musculus,cell_type,leukocyte,CL:0000738,273391,267150
2073,mus_musculus,cell_type,retinal ganglion cell,CL:0000740,193043,92747
2074,mus_musculus,cell_type,hypertrophic chondrocyte,CL:0000743,222,222
2075,mus_musculus,cell_type,retina horizontal cell,CL:0000745,2932,1112
2076,mus_musculus,cell_type,cardiac muscle cell,CL:0000746,16170,5460
2077,mus_musculus,cell_type,retinal bipolar neuron,CL:0000748,10407,3579
2078,mus_musculus,cell_type,rod bipolar cell,CL:0000751,85446,42723
2079,mus_musculus,cell_type,type 1 cone bipolar cell (sensu Mus),CL:0000753,3589,1795
2080,mus_musculus,cell_type,type 2 cone bipolar cell (sensu Mus),CL:0000754,1410,705
2081,mus_musculus,cell_type,type 4 cone bipolar cell (sensu Mus),CL:0000756,960,480
2082,mus_musculus,cell_type,type 5 cone bipolar cell (sensu Mus),CL:0000757,24117,12059
2083,mus_musculus,cell_type,type 6 cone bipolar cell (sensu Mus),CL:0000758,40577,20289
2084,mus_musculus,cell_type,type 7 cone bipolar cell (sensu Mus),CL:0000759,31708,15854
2085,mus_musculus,cell_type,type 8 cone bipolar cell (sensu Mus),CL:0000760,5724,2862
2086,mus_musculus,cell_type,type 9 cone bipolar cell (sensu Mus),CL:0000761,5622,2811
2087,mus_musculus,cell_type,myeloid cell,CL:0000763,17626,8772
2088,mus_musculus,cell_type,erythroid lineage cell,CL:0000764,71,71
2089,mus_musculus,cell_type,erythroblast,CL:0000765,8754,2918
2090,mus_musculus,cell_type,myeloid leukocyte,CL:0000766,2926,1788
2091,mus_musculus,cell_type,basophil,CL:0000767,1009,359
2092,mus_musculus,cell_type,eosinophil,CL:0000771,486,486
2093,mus_musculus,cell_type,neutrophil,CL:0000775,46256,44487
2094,mus_musculus,cell_type,myeloid dendritic cell,CL:0000782,1854,618
2095,mus_musculus,cell_type,plasmacytoid dendritic cell,CL:0000784,5441,2840
2096,mus_musculus,cell_type,plasma cell,CL:0000786,11154,6439
2097,mus_musculus,cell_type,memory B cell,CL:0000787,708,363
2098,mus_musculus,cell_type,naive B cell,CL:0000788,11394,4019
2099,mus_musculus,cell_type,mature alpha-beta T cell,CL:0000791,990,330
2100,mus_musculus,cell_type,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,3729,3729
2101,mus_musculus,cell_type,gamma-delta T cell,CL:0000798,2805,2606
2102,mus_musculus,cell_type,immature single positive thymocyte,CL:0000805,45,45
2103,mus_musculus,cell_type,DN3 thymocyte,CL:0000807,438,146
2104,mus_musculus,cell_type,DN4 thymocyte,CL:0000808,11268,3756
2105,mus_musculus,cell_type,"double-positive, alpha-beta thymocyte",CL:0000809,40468,31629
2106,mus_musculus,cell_type,"CD4-positive, alpha-beta thymocyte",CL:0000810,12104,6750
2107,mus_musculus,cell_type,"CD8-positive, alpha-beta thymocyte",CL:0000811,10389,5686
2108,mus_musculus,cell_type,memory T cell,CL:0000813,451,451
2109,mus_musculus,cell_type,mature NK T cell,CL:0000814,11118,4122
2110,mus_musculus,cell_type,regulatory T cell,CL:0000815,31169,10595
2111,mus_musculus,cell_type,immature B cell,CL:0000816,4245,1415
2112,mus_musculus,cell_type,precursor B cell,CL:0000817,5313,1771
2113,mus_musculus,cell_type,lymphoid lineage restricted progenitor cell,CL:0000838,39,13
2114,mus_musculus,cell_type,mature conventional dendritic cell,CL:0000841,134,134
2115,mus_musculus,cell_type,germinal center B cell,CL:0000844,6004,5136
2116,mus_musculus,cell_type,classical monocyte,CL:0000860,31203,14955
2117,mus_musculus,cell_type,tissue-resident macrophage,CL:0000864,2223,2223
2118,mus_musculus,cell_type,thymic macrophage,CL:0000866,908,908
2119,mus_musculus,cell_type,non-classical monocyte,CL:0000875,4369,2051
2120,mus_musculus,cell_type,central nervous system macrophage,CL:0000878,210996,71139
2121,mus_musculus,cell_type,meningeal macrophage,CL:0000879,583,583
2122,mus_musculus,cell_type,perivascular macrophage,CL:0000881,830,830
2123,mus_musculus,cell_type,myeloid suppressor cell,CL:0000889,120369,40123
2124,mus_musculus,cell_type,thymocyte,CL:0000893,10551,3517
2125,mus_musculus,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,1603,858
2126,mus_musculus,cell_type,"CD4-positive, alpha-beta memory T cell",CL:0000897,248,124
2127,mus_musculus,cell_type,naive T cell,CL:0000898,4704,1568
2128,mus_musculus,cell_type,T-helper 17 cell,CL:0000899,269,91
2129,mus_musculus,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,1656,1024
2130,mus_musculus,cell_type,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,233,233
2131,mus_musculus,cell_type,immature NK T cell,CL:0000914,252,84
2132,mus_musculus,cell_type,"activated CD4-negative, CD8-negative type I NK T cell",CL:0000928,19863,6621
2133,mus_musculus,cell_type,IgM plasmablast,CL:0000983,362,181
2134,mus_musculus,cell_type,hematopoietic cell,CL:0000988,33923,33923
2135,mus_musculus,cell_type,conventional dendritic cell,CL:0000990,25157,15081
2136,mus_musculus,cell_type,CD8-alpha-positive CD11b-negative dendritic cell,CL:0001000,608,304
2137,mus_musculus,cell_type,cerebellar granule cell,CL:0001031,501037,501037
2138,mus_musculus,cell_type,"effector CD4-positive, alpha-beta T cell",CL:0001044,246,246
2139,mus_musculus,cell_type,"effector CD8-positive, alpha-beta T cell",CL:0001050,129,129
2140,mus_musculus,cell_type,neoplastic cell,CL:0001063,41913,41913
2141,mus_musculus,cell_type,innate lymphoid cell,CL:0001065,7480,6914
2142,mus_musculus,cell_type,"erythroid progenitor cell, mammalian",CL:0001066,1227,409
2143,mus_musculus,cell_type,group 2 innate lymphoid cell,CL:0001069,148,74
2144,mus_musculus,cell_type,group 3 innate lymphoid cell,CL:0001071,471,236
2145,mus_musculus,cell_type,macrophage dendritic cell progenitor,CL:0002009,444,148
2146,mus_musculus,cell_type,early pro-B cell,CL:0002046,216,72
2147,mus_musculus,cell_type,late pro-B cell,CL:0002048,2829,943
2148,mus_musculus,cell_type,pulmonary alveolar type 1 cell,CL:0002062,48941,20291
2149,mus_musculus,cell_type,pulmonary alveolar type 2 cell,CL:0002063,75332,31862
2150,mus_musculus,cell_type,pancreatic acinar cell,CL:0002064,19872,6944
2151,mus_musculus,cell_type,enterocyte of epithelium of large intestine,CL:0002071,11001,3667
2152,mus_musculus,cell_type,endo-epithelial cell,CL:0002076,315276,105092
2153,mus_musculus,cell_type,pancreatic ductal cell,CL:0002079,10695,9393
2154,mus_musculus,cell_type,tanycyte,CL:0002085,9737,9737
2155,mus_musculus,cell_type,interstitial cell of ovary,CL:0002094,15177,7531
2156,mus_musculus,cell_type,type I cell of adrenal cortex,CL:0002099,9144,3048
2157,mus_musculus,cell_type,regular atrial cardiac myocyte,CL:0002129,5923,5117
2158,mus_musculus,cell_type,regular ventricular cardiac myocyte,CL:0002131,12774,12480
2159,mus_musculus,cell_type,endothelial cell of lymphatic vessel,CL:0002138,85704,33604
2160,mus_musculus,cell_type,endothelial cell of vascular tree,CL:0002139,3964,3531
2161,mus_musculus,cell_type,capillary endothelial cell,CL:0002144,42599,42599
2162,mus_musculus,cell_type,multiciliated columnar cell of tracheobronchial tree,CL:0002145,381,127
2163,mus_musculus,cell_type,olfactory epithelial cell,CL:0002167,123900,41300
2164,mus_musculus,cell_type,basal cell of epidermis,CL:0002187,46935,15645
2165,mus_musculus,cell_type,glomerular endothelial cell,CL:0002188,54661,20585
2166,mus_musculus,cell_type,granulocytopoietic cell,CL:0002191,24246,8082
2167,mus_musculus,cell_type,myelocyte,CL:0002193,32,32
2168,mus_musculus,cell_type,renal beta-intercalated cell,CL:0002201,2447,2447
2169,mus_musculus,cell_type,tuft cell of large intestine,CL:0002203,525,175
2170,mus_musculus,cell_type,tuft cell,CL:0002204,1242,414
2171,mus_musculus,cell_type,type I muscle cell,CL:0002211,443,443
2172,mus_musculus,cell_type,type II muscle cell,CL:0002212,5057,5057
2173,mus_musculus,cell_type,type IIa muscle cell,CL:0002214,11456,7293
2174,mus_musculus,cell_type,type IIb muscle cell,CL:0002215,89843,51330
2175,mus_musculus,cell_type,intermediate muscle cell,CL:0002216,17054,11544
2176,mus_musculus,cell_type,lens epithelial cell,CL:0002224,4815,1605
2177,mus_musculus,cell_type,pulmonary interstitial fibroblast,CL:0002241,816,272
2178,mus_musculus,cell_type,intestinal crypt stem cell,CL:0002250,5754,1918
2179,mus_musculus,cell_type,epithelial cell of large intestine,CL:0002253,5799,1933
2180,mus_musculus,cell_type,epithelial cell of thyroid gland,CL:0002257,4734,1578
2181,mus_musculus,cell_type,neuroepithelial stem cell,CL:0002259,453,151
2182,mus_musculus,cell_type,epithelial cell of parathyroid gland,CL:0002260,1299,433
2183,mus_musculus,cell_type,pancreatic PP cell,CL:0002275,8746,8222
2184,mus_musculus,cell_type,epithelial cell of thymus,CL:0002293,8593,4389
2185,mus_musculus,cell_type,epithelial cell of proximal tubule,CL:0002306,133537,94295
2186,mus_musculus,cell_type,neural cell,CL:0002319,4504259,1502733
2187,mus_musculus,cell_type,connective tissue cell,CL:0002320,16911,15274
2188,mus_musculus,cell_type,basal-myoepithelial cell of mammary gland,CL:0002324,37212,37212
2189,mus_musculus,cell_type,lactocyte,CL:0002325,10346,10346
2190,mus_musculus,cell_type,luminal epithelial cell of mammary gland,CL:0002326,8013,2671
2191,mus_musculus,cell_type,mammary gland epithelial cell,CL:0002327,12659,12659
2192,mus_musculus,cell_type,basal epithelial cell of tracheobronchial tree,CL:0002329,2775,925
2193,mus_musculus,cell_type,multiciliated epithelial cell of the bronchus,CL:0002332,77,77
2194,mus_musculus,cell_type,preadipocyte,CL:0002334,102454,51227
2195,mus_musculus,cell_type,brown preadipocyte,CL:0002335,59469,19823
2196,mus_musculus,cell_type,keratinocyte stem cell,CL:0002337,9171,3057
2197,mus_musculus,cell_type,luminal cell of prostate epithelium,CL:0002340,90438,23236
2198,mus_musculus,cell_type,basal cell of prostate epithelium,CL:0002341,47694,14213
2199,mus_musculus,cell_type,endocardial cell,CL:0002350,51250,21002
2200,mus_musculus,cell_type,primitive red blood cell,CL:0002355,47021,47021
2201,mus_musculus,cell_type,primitive erythroid progenitor,CL:0002361,325839,108613
2202,mus_musculus,cell_type,cerebellar granule cell precursor,CL:0002362,6802,6802
2203,mus_musculus,cell_type,respiratory tract goblet cell,CL:0002370,1224,408
2204,mus_musculus,cell_type,myotube,CL:0002372,129801,43267
2205,mus_musculus,cell_type,Schwann cell precursor,CL:0002375,211742,71412
2206,mus_musculus,cell_type,non-myelinating Schwann cell,CL:0002376,928,928
2207,mus_musculus,cell_type,intermediate monocyte,CL:0002393,5374,1852
2208,mus_musculus,cell_type,CD141-positive myeloid dendritic cell,CL:0002394,683,683
2209,mus_musculus,cell_type,CD1c-positive myeloid dendritic cell,CL:0002399,153,153
2210,mus_musculus,cell_type,gamma-delta thymocyte,CL:0002405,2,2
2211,mus_musculus,cell_type,pancreatic stellate cell,CL:0002410,23509,23371
2212,mus_musculus,cell_type,hemangioblast,CL:0002418,7173,7173
2213,mus_musculus,cell_type,immature T cell,CL:0002420,5352,1784
2214,mus_musculus,cell_type,double-positive blast,CL:0002428,5593,5593
2215,mus_musculus,cell_type,mature CD4 single-positive thymocyte,CL:0002436,15114,8491
2216,mus_musculus,cell_type,mature CD8 single-positive thymocyte,CL:0002437,7482,4234
2217,mus_musculus,cell_type,oligodendrocyte precursor cell,CL:0002453,179950,114985
2218,mus_musculus,cell_type,CD103-positive dendritic cell,CL:0002461,778,390
2219,mus_musculus,cell_type,adipose macrophage,CL:0002477,12570,4190
2220,mus_musculus,cell_type,hair follicle melanocyte,CL:0002483,217,217
2221,mus_musculus,cell_type,double negative thymocyte,CL:0002489,5308,3366
2222,mus_musculus,cell_type,auditory epithelial cell,CL:0002491,88011,29337
2223,mus_musculus,cell_type,adventitial cell,CL:0002503,2445,815
2224,mus_musculus,cell_type,kidney epithelial cell,CL:0002518,59739,19913
2225,mus_musculus,cell_type,epithelial cell of amnion,CL:0002536,34527,11509
2226,mus_musculus,cell_type,intrahepatic cholangiocyte,CL:0002538,5226,1742
2227,mus_musculus,cell_type,aortic smooth muscle cell,CL:0002539,4631,4631
2228,mus_musculus,cell_type,vein endothelial cell,CL:0002543,191992,72002
2229,mus_musculus,cell_type,aortic endothelial cell,CL:0002544,1401,467
2230,mus_musculus,cell_type,embryonic blood vessel endothelial progenitor cell,CL:0002546,29079,9693
2231,mus_musculus,cell_type,fibroblast of cardiac tissue,CL:0002548,33514,20844
2232,mus_musculus,cell_type,fibroblast of dermis,CL:0002551,16806,16806
2233,mus_musculus,cell_type,fibroblast of lung,CL:0002553,7129,3117
2234,mus_musculus,cell_type,fibroblast of lymphatic vessel,CL:0002554,534,267
2235,mus_musculus,cell_type,fibroblast of mammary gland,CL:0002555,90427,90427
2236,mus_musculus,cell_type,iris pigment epithelial cell,CL:0002565,2175,725
2237,mus_musculus,cell_type,mesenchymal stem cell of adipose tissue,CL:0002570,19878,6626
2238,mus_musculus,cell_type,Schwann cell,CL:0002573,4178,3179
2239,mus_musculus,cell_type,perineurial cell,CL:0002576,1507,776
2240,mus_musculus,cell_type,retinal pigment epithelial cell,CL:0002586,10503,3765
2241,mus_musculus,cell_type,smooth muscle cell of the pulmonary artery,CL:0002591,627,209
2242,mus_musculus,cell_type,bronchial smooth muscle cell,CL:0002598,13368,4456
2243,mus_musculus,cell_type,smooth muscle cell of trachea,CL:0002600,756,252
2244,mus_musculus,cell_type,astrocyte of the cerebellum,CL:0002603,16717,16717
2245,mus_musculus,cell_type,hippocampal neuron,CL:0002608,63766,63766
2246,mus_musculus,cell_type,skin fibroblast,CL:0002620,46549,46549
2247,mus_musculus,cell_type,gingival epithelial cell,CL:0002621,9609,3773
2248,mus_musculus,cell_type,immature astrocyte,CL:0002626,810,810
2249,mus_musculus,cell_type,respiratory basal cell,CL:0002633,102,34
2250,mus_musculus,cell_type,endothelial cell of high endothelial venule,CL:0002652,853,853
2251,mus_musculus,cell_type,endothelial stalk cell,CL:0002671,6142,6142
2252,mus_musculus,cell_type,retinal progenitor cell,CL:0002672,330762,110254
2253,mus_musculus,cell_type,bistratified retinal ganglion cell,CL:0003001,1133,0
2254,mus_musculus,cell_type,type 3a cone bipolar cell,CL:0004213,16228,8114
2255,mus_musculus,cell_type,type 3b cone bipolar cell,CL:0004214,22834,11417
2256,mus_musculus,cell_type,type 5a cone bipolar cell,CL:0004215,37685,18843
2257,mus_musculus,cell_type,type 5b cone bipolar cell,CL:0004216,19151,9576
2258,mus_musculus,cell_type,starburst amacrine cell,CL:0004232,4278,1426
2259,mus_musculus,cell_type,spinal cord interneuron,CL:0005000,47533,47533
2260,mus_musculus,cell_type,renal alpha-intercalated cell,CL:0005011,1488,1488
2261,mus_musculus,cell_type,premigratory neural crest cell,CL:0007004,85000,85000
2262,mus_musculus,cell_type,notochordal cell,CL:0007005,14695,7191
2263,mus_musculus,cell_type,enteric neuron,CL:0007011,14396,4822
2264,mus_musculus,cell_type,hematopoietic precursor cell,CL:0008001,6432,2144
2265,mus_musculus,cell_type,skeletal muscle fiber,CL:0008002,1454,1454
2266,mus_musculus,cell_type,skeletal muscle satellite stem cell,CL:0008011,7584,5972
2267,mus_musculus,cell_type,mesenchymal cell,CL:0008019,149165,139567
2268,mus_musculus,cell_type,pancreatic endocrine cell,CL:0008024,10853,10853
2269,mus_musculus,cell_type,cortical interneuron,CL:0008031,5927,5927
2270,mus_musculus,cell_type,mural cell,CL:0008034,4593,4593
2271,mus_musculus,cell_type,extrafusal muscle fiber,CL:0008046,311,311
2272,mus_musculus,cell_type,inflammatory cell,CL:0009002,771,771
2273,mus_musculus,cell_type,salivary gland cell,CL:0009005,296,296
2274,mus_musculus,cell_type,enteroendocrine cell of small intestine,CL:0009006,432,432
2275,mus_musculus,cell_type,transit amplifying cell,CL:0009010,2966,2966
2276,mus_musculus,cell_type,transit amplifying cell of small intestine,CL:0009012,5442,5442
2277,mus_musculus,cell_type,tuft cell of small intestine,CL:0009080,970,970
2278,mus_musculus,cell_type,endothelial cell of respiratory system lymphatic vessel,CL:0009086,2019,2019
2279,mus_musculus,cell_type,fibro/adipogenic progenitor cell,CL:0009099,43031,19178
2280,mus_musculus,cell_type,B cell zone reticular cell,CL:0009104,868,434
2281,mus_musculus,cell_type,lymphatic endothelial cell of subcapsular sinus ceiling,CL:0009107,194,194
2282,mus_musculus,cell_type,lymphatic endothelial cell of subcapsular sinus floor,CL:0009108,283,283
2283,mus_musculus,cell_type,lymphatic endothelial cell of medulla ceiling,CL:0009110,364,364
2284,mus_musculus,cell_type,lymph node lymphatic vessel endothelial cell,CL:0009115,52,52
2285,mus_musculus,cell_type,cerebral cortex GABAergic interneuron,CL:0010011,1810344,603448
2286,mus_musculus,cell_type,cardiac neuron,CL:0010022,243,81
2287,mus_musculus,cell_type,spinal cord motor neuron,CL:0011001,94194,31398
2288,mus_musculus,cell_type,paraxial cell,CL:0011007,40215,40215
2289,mus_musculus,cell_type,lateral mesodermal cell,CL:0011010,2236482,745494
2290,mus_musculus,cell_type,intermediate mesodermal cell,CL:0011011,39516,13172
2291,mus_musculus,cell_type,mesothelial cell of epicardium,CL:0011019,1102,1102
2292,mus_musculus,cell_type,neural progenitor cell,CL:0011020,393146,140073
2293,mus_musculus,cell_type,exhausted T cell,CL:0011025,290,290
2294,mus_musculus,cell_type,progenitor cell,CL:0011026,4351,4351
2295,mus_musculus,cell_type,olfactory ensheathing cell,CL:0011028,11841,3947
2296,mus_musculus,cell_type,parasympathetic neuron,CL:0011102,25059,8353
2297,mus_musculus,cell_type,sympathetic neuron,CL:0011103,55107,18369
2298,mus_musculus,cell_type,spiral ganglion neuron,CL:0011113,23532,7844
2299,mus_musculus,cell_type,cranial motor neuron,CL:0015000,71262,23754
2300,mus_musculus,cell_type,splanchnic mesodermal cell,CL:0017001,112390,48022
2301,mus_musculus,cell_type,blood vessel smooth muscle cell,CL:0019018,34852,34852
2302,mus_musculus,cell_type,intestine goblet cell,CL:0019031,5235,1745
2303,mus_musculus,cell_type,metanephric nephron tubule epithelial cell,CL:1000123,21669,21669
2304,mus_musculus,cell_type,cardiac valve cell,CL:1000147,70165,69535
2305,mus_musculus,cell_type,pulmonary neuroendocrine cell,CL:1000223,24,8
2306,mus_musculus,cell_type,fibroblast of connective tissue of prostate,CL:1000299,6884,1988
2307,mus_musculus,cell_type,large intestine goblet cell,CL:1000320,5235,1745
2308,mus_musculus,cell_type,enterocyte of epithelium of small intestine,CL:1000334,5383,5383
2309,mus_musculus,cell_type,paneth cell of epithelium of small intestine,CL:1000343,148,148
2310,mus_musculus,cell_type,endothelial cell of hepatic sinusoid,CL:1000398,96282,32094
2311,mus_musculus,cell_type,myocyte of sinoatrial node,CL:1000409,468,468
2312,mus_musculus,cell_type,endothelial cell of artery,CL:1000413,101758,47872
2313,mus_musculus,cell_type,stem cell of epidermis,CL:1000428,513,171
2314,mus_musculus,cell_type,parietal epithelial cell,CL:1000452,2310,2310
2315,mus_musculus,cell_type,kidney collecting duct epithelial cell,CL:1000454,1469,529
2316,mus_musculus,cell_type,smooth muscle cell of prostate,CL:1000487,1504,559
2317,mus_musculus,cell_type,mesothelial cell of pleura,CL:1000491,1053,1053
2318,mus_musculus,cell_type,mesothelial cell of visceral pleura,CL:1000493,699,699
2319,mus_musculus,cell_type,small intestine goblet cell,CL:1000495,1233,1233
2320,mus_musculus,cell_type,kidney cell,CL:1000497,9,3
2321,mus_musculus,cell_type,kidney tubule cell,CL:1000507,10138,10138
2322,mus_musculus,cell_type,kidney glomerular epithelial cell,CL:1000510,117,117
2323,mus_musculus,cell_type,kidney cortex tubule cell,CL:1000615,810,810
2324,mus_musculus,cell_type,kidney interstitial fibroblast,CL:1000692,28488,28456
2325,mus_musculus,cell_type,kidney connecting tubule epithelial cell,CL:1000768,11311,10185
2326,mus_musculus,cell_type,kidney proximal convoluted tubule epithelial cell,CL:1000838,698858,689938
2327,mus_musculus,cell_type,kidney proximal straight tubule epithelial cell,CL:1000839,285,95
2328,mus_musculus,cell_type,kidney distal convoluted tubule epithelial cell,CL:1000849,92957,88895
2329,mus_musculus,cell_type,macula densa epithelial cell,CL:1000850,1082,1082
2330,mus_musculus,cell_type,kidney capillary endothelial cell,CL:1000892,483,161
2331,mus_musculus,cell_type,kidney loop of Henle epithelial cell,CL:1000909,3484,3484
2332,mus_musculus,cell_type,kidney loop of Henle ascending limb epithelial cell,CL:1001016,36255,27385
2333,mus_musculus,cell_type,kidney loop of Henle descending limb epithelial cell,CL:1001021,3693,3693
2334,mus_musculus,cell_type,kidney cortex artery cell,CL:1001045,1143,381
