GeneCards_Rank,GeneSymbol,GeneName,GeneType,RelevanceScore,KnowledgeScore
"1039","PDPN","Podoplanin","Protein Coding","8.5","71"
"1040","CD47","CD47 Molecule","Protein Coding","8.5","86"
"1041","STUB1","STIP1 Homology And U-Box Containing Protein 1","Protein Coding","8.5","97"
"1042","BID","BH3 Interacting Domain Death Agonist","Protein Coding","8.5","82"
"1043","TFF3","Trefoil Factor 3","Protein Coding","8.5","67"
"1044","SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","8.4","100"
"1045","APAF1","Apoptotic Peptidase Activating Factor 1","Protein Coding","8.4","94"
"1046","BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","8.4","85"
"1047","IL4","Interleukin 4","Protein Coding","8.4","87"
"1048","EPAS1","Endothelial PAS Domain Protein 1","Protein Coding","8.4","100"
"1049","MIR455","MicroRNA 455","RNA Gene","8.4","62"
"1050","NR1H4","Nuclear Receptor Subfamily 1 Group H Member 4","Protein Coding","8.4","100"
"1051","TGFB2","Transforming Growth Factor Beta 2","Protein Coding","8.4","100"
"1052","DVL2","Dishevelled Segment Polarity Protein 2","Protein Coding","8.4","93"
"1053","DKK4","Dickkopf Wnt Signaling Pathway Inhibitor 4","Protein Coding","8.3","66"
"1054","MSI1","Musashi RNA Binding Protein 1","Protein Coding","8.3","72"
"1055","SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","8.3","85"
"1056","DVL1","Dishevelled Segment Polarity Protein 1","Protein Coding","8.3","100"
"1057","CSK","C-Terminal Src Kinase","Protein Coding","8.3","91"
"1058","EIF4E","Eukaryotic Translation Initiation Factor 4E","Protein Coding","8.3","90"
"1059","SMARCB1","SWI/SNF Related BAF Chromatin Remodeling Complex Subunit B1","Protein Coding","8.3","100"
"1060","HDAC6","Histone Deacetylase 6","Protein Coding","8.3","98"
"1061","GLB1","Galactosidase Beta 1","Protein Coding","8.3","100"
"1062","HOXB8","Homeobox B8","Protein Coding","8.3","67"
"1063","TK1","Thymidine Kinase 1","Protein Coding","8.3","85"
"1064","GATA6","GATA Binding Protein 6","Protein Coding","8.3","95"
"1065","PBK","PDZ Binding Kinase","Protein Coding","8.3","80"
"1066","CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","8.3","100"
"1067","CFLAR","CASP8 And FADD Like Apoptosis Regulator","Protein Coding","8.3","90"
"1068","BRD4","Bromodomain Containing 4","Protein Coding","8.2","100"
"1069","HSP90AA1","Heat Shock Protein 90 Alpha Family Class A Member 1","Protein Coding","8.2","92"
"1070","ST6GAL1","ST6 Beta-Galactoside Alpha-2,6-Sialyltransferase 1","Protein Coding","8.2","80"
"1071","CTNNBIP1","Catenin Beta Interacting Protein 1","Protein Coding","8.2","69"
"1072","SNORD15A","Small Nucleolar RNA, C/D Box 15A","RNA Gene","8.2","55"
"1073","LAMC2","Laminin Subunit Gamma 2","Protein Coding","8.2","96"
"1074","AGER","Advanced Glycosylation End-Product Specific Receptor","Protein Coding","8.2","94"
"1075","TP73","Tumor Protein P73","Protein Coding","8.2","99"
"1076","TBK1","TANK Binding Kinase 1","Protein Coding","8.2","100"
"1077","LOC126862571","BRD4-Independent Group 4 Enhancer GRCh37_chr17:41243136-41244335","Functional Element","8.2","60"
"1078","LOC126860305","MED14-Independent Group 3 Enhancer GRCh37_chr8:12947375-12948574","Functional Element","8.1","47"
"1079","RCC2","Regulator Of Chromosome Condensation 2","Protein Coding","8.1","74"
"1080","CAV1","Caveolin 1","Protein Coding","8.1","97"
"1081","ITGA6","Integrin Subunit Alpha 6","Protein Coding","8.1","100"
"1082","LOC126806659","BRD4-Independent Group 4 Enhancer GRCh37_chr3:41274918-41276117","Functional Element","8.1","58"
"1083","MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","8.1","92"
"1084","MIR423","MicroRNA 423","RNA Gene","8.1","56"
"1085","CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","8.1","88"
"1086","AURKB","Aurora Kinase B","Protein Coding","8.1","93"
"1087","PRKCB","Protein Kinase C Beta","Protein Coding","8.1","94"
"1088","MAP2K3","Mitogen-Activated Protein Kinase Kinase 3","Protein Coding","8.1","96"
"1089","CASP2","Caspase 2","Protein Coding","8.1","90"
"1090","THBS2","Thrombospondin 2","Protein Coding","8.1","88"
"1091","TIAM1","TIAM Rac1 Associated GEF 1","Protein Coding","8.1","96"
"1092","RUVBL1","RuvB Like AAA ATPase 1","Protein Coding","8.1","94"
"1093","SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","8.1","89"
"1094","SULT1A1","Sulfotransferase Family 1A Member 1","Protein Coding","8.1","79"
"1095","MUC4","Mucin 4, Cell Surface Associated","Protein Coding","8.1","86"
"1096","MIR124-1","MicroRNA 124-1","RNA Gene","8.1","55"
"1097","HPGD","15-Hydroxyprostaglandin Dehydrogenase","Protein Coding","8.1","95"
"1098","HNRNPA1","Heterogeneous Nuclear Ribonucleoprotein A1","Protein Coding","8.1","99"
"1099","USP7","Ubiquitin Specific Peptidase 7","Protein Coding","8.1","100"
"1100","CLDN2","Claudin 2","Protein Coding","8.1","68"
"1101","HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","8.0","93"
"1102","MIR22","MicroRNA 22","RNA Gene","8.0","62"
"1103","DKC1","Dyskerin Pseudouridine Synthase 1","Protein Coding","8.0","97"
"1104","ROCK1","Rho Associated Coiled-Coil Containing Protein Kinase 1","Protein Coding","8.0","91"
"1105","PTGER4","Prostaglandin E Receptor 4","Protein Coding","8.0","86"
"1106","IGF2BP3","Insulin Like Growth Factor 2 MRNA Binding Protein 3","Protein Coding","8.0","74"
"1107","ITGA2","Integrin Subunit Alpha 2","Protein Coding","8.0","100"
"1108","PRKCD","Protein Kinase C Delta","Protein Coding","8.0","100"
"1109","EIF5A2","Eukaryotic Translation Initiation Factor 5A2","Protein Coding","8.0","70"
"1110","CDH17","Cadherin 17","Protein Coding","8.0","82"
"1111","HNF1A","HNF1 Homeobox A","Protein Coding","8.0","99"
"1112","GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","8.0","92"
"1113","CDC42","Cell Division Cycle 42","Protein Coding","8.0","99"
"1114","FPGS","Folylpolyglutamate Synthase","Protein Coding","8.0","76"
"1115","CASP1","Caspase 1","Protein Coding","7.9","92"
"1116","MMP14","Matrix Metallopeptidase 14","Protein Coding","7.9","100"
"1117","PTTG1","PTTG1 Regulator Of Sister Chromatid Separation, Securin","Protein Coding","7.9","75"
"1118","MIR185","MicroRNA 185","RNA Gene","7.9","66"
"1119","MIR144","MicroRNA 144","RNA Gene","7.9","62"
"1120","TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","7.9","79"
"1121","PUF60","Poly(U) Binding Splicing Factor 60","Protein Coding","7.9","91"
"1122","NRP1","Neuropilin 1","Protein Coding","7.9","100"
"1123","MIR424","MicroRNA 424","RNA Gene","7.9","63"
"1124","RIPK3","Receptor Interacting Serine/Threonine Kinase 3","Protein Coding","7.9","88"
"1125","DIABLO","Diablo IAP-Binding Mitochondrial Protein","Protein Coding","7.9","93"
"1126","CDC25C","Cell Division Cycle 25C","Protein Coding","7.9","90"
"1127","ATG5","Autophagy Related 5","Protein Coding","7.9","88"
"1128","ITGAV","Integrin Subunit Alpha V","Protein Coding","7.9","95"
"1129","CEACAM6","CEA Cell Adhesion Molecule 6","Protein Coding","7.9","74"
"1130","GZMB","Granzyme B","Protein Coding","7.9","90"
"1131","HOXB6","Homeobox B6","Protein Coding","7.8","68"
"1132","ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","7.8","95"
"1133","MIR378A","MicroRNA 378a","RNA Gene","7.8","62"
"1134","HK2","Hexokinase 2","Protein Coding","7.8","86"
"1135","GC","GC Vitamin D Binding Protein","Protein Coding","7.8","82"
"1136","CSNK1E","Casein Kinase 1 Epsilon","Protein Coding","7.8","90"
"1137","THBS1","Thrombospondin 1","Protein Coding","7.8","95"
"1138","ETV4","ETS Variant Transcription Factor 4","Protein Coding","7.8","81"
"1139","CXCL5","C-X-C Motif Chemokine Ligand 5","Protein Coding","7.8","73"
"1140","TCF3","Transcription Factor 3","Protein Coding","7.8","100"
"1141","EIF4EBP1","Eukaryotic Translation Initiation Factor 4E Binding Protein 1","Protein Coding","7.8","77"
"1142","SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","7.8","89"
"1143","IGFBP2","Insulin Like Growth Factor Binding Protein 2","Protein Coding","7.8","75"
"1144","FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","7.8","93"
"1145","YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","7.8","91"
"1146","TCF7L1","Transcription Factor 7 Like 1","Protein Coding","7.8","80"
"1147","ACTB","Actin Beta","Protein Coding","7.7","100"
"1148","CLDN4","Claudin 4","Protein Coding","7.7","71"
"1149","LGALS1","Galectin 1","Protein Coding","7.7","80"
"1150","SYNE1","Spectrin Repeat Containing Nuclear Envelope Protein 1","Protein Coding","7.7","93"
"1151","NR4A1","Nuclear Receptor Subfamily 4 Group A Member 1","Protein Coding","7.7","92"
"1152","HMGCR","3-Hydroxy-3-Methylglutaryl-CoA Reductase","Protein Coding","7.7","98"
"1153","ID1","Inhibitor Of DNA Binding 1","Protein Coding","7.7","79"
"1154","MIR216A","MicroRNA 216a","RNA Gene","7.7","56"
"1155","SLC5A8","Solute Carrier Family 5 Member 8","Protein Coding","7.7","76"
"1156","CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","7.6","93"
"1157","MIR9-2","MicroRNA 9-2","RNA Gene","7.6","57"
"1158","YTHDF2","YTH N6-Methyladenosine RNA Binding Protein F2","Protein Coding","7.6","68"
"1159","FYN","FYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","7.6","95"
"1160","DKK2","Dickkopf Wnt Signaling Pathway Inhibitor 2","Protein Coding","7.6","71"
"1161","MIR338","MicroRNA 338","RNA Gene","7.6","59"
"1162","POSTN","Periostin","Protein Coding","7.6","76"
"1163","CASR","Calcium Sensing Receptor","Protein Coding","7.6","99"
"1164","MIR204","MicroRNA 204","RNA Gene","7.6","65"
"1165","IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","7.6","99"
"1166","HNRNPA2B1","Heterogeneous Nuclear Ribonucleoprotein A2/B1","Protein Coding","7.6","100"
"1167","ETS1","ETS Proto-Oncogene 1, Transcription Factor","Protein Coding","7.6","91"
"1168","FZD1","Frizzled Class Receptor 1","Protein Coding","7.6","81"
"1169","STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","7.6","99"
"1170","HNF4A","Hepatocyte Nuclear Factor 4 Alpha","Protein Coding","7.5","100"
"1171","WNT3","Wnt Family Member 3","Protein Coding","7.5","89"
"1172","CYCS","Cytochrome C, Somatic","Protein Coding","7.5","88"
"1173","WNT2B","Wnt Family Member 2B","Protein Coding","7.5","86"
"1174","TGFA","Transforming Growth Factor Alpha","Protein Coding","7.5","89"
"1175","CYP2C9","Cytochrome P450 Family 2 Subfamily C Member 9","Protein Coding","7.5","93"
"1176","POLB","DNA Polymerase Beta","Protein Coding","7.5","85"
"1177","SUZ12","SUZ12 Polycomb Repressive Complex 2 Subunit","Protein Coding","7.5","93"
"1178","RARB","Retinoic Acid Receptor Beta","Protein Coding","7.5","99"
"1179","OCLN","Occludin","Protein Coding","7.5","94"
"1180","NLK","Nemo Like Kinase","Protein Coding","7.5","80"
"1181","MIR29B1","MicroRNA 29b-1","RNA Gene","7.5","71"
"1182","MIR133A1","MicroRNA 133a-1","RNA Gene","7.5","67"
"1183","FUT1","Fucosyltransferase 1 (H Blood Group)","Protein Coding","7.5","79"
"1184","ABCC3","ATP Binding Cassette Subfamily C Member 3","Protein Coding","7.5","92"
"1185","ACLY","ATP Citrate Lyase","Protein Coding","7.5","89"
"1186","PIK3CD","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta","Protein Coding","7.5","100"
"1187","RECQL4","RecQ Like Helicase 4","Protein Coding","7.5","91"
"1188","IQGAP1","IQ Motif Containing GTPase Activating Protein 1","Protein Coding","7.4","90"
"1189","HNRNPU","Heterogeneous Nuclear Ribonucleoprotein U","Protein Coding","7.4","99"
"1190","CDK12","Cyclin Dependent Kinase 12","Protein Coding","7.4","97"
"1191","HDAC9","Histone Deacetylase 9","Protein Coding","7.4","94"
"1192","MAP1LC3B","Microtubule Associated Protein 1 Light Chain 3 Beta","Protein Coding","7.4","83"
"1193","STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","7.4","99"
"1194","PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","7.4","100"
"1195","MIR200A","MicroRNA 200a","RNA Gene","7.4","63"
"1196","CHGA","Chromogranin A","Protein Coding","7.4","73"
"1197","KRT8","Keratin 8","Protein Coding","7.3","90"
"1198","LOC126806658","BRD4-Independent Group 4 Enhancer GRCh37_chr3:41265899-41267098","Functional Element","7.3","58"
"1199","DVL3","Dishevelled Segment Polarity Protein 3","Protein Coding","7.3","100"
"1200","GADD45A","Growth Arrest And DNA Damage Inducible Alpha","Protein Coding","7.3","85"
"1201","TRA-TGC7-1","TRNA-Ala (Anticodon TGC) 7-1","RNA Gene","7.3","50"
"1202","IL1RN","Interleukin 1 Receptor Antagonist","Protein Coding","7.3","97"
"1203","SHH","Sonic Hedgehog Signaling Molecule","Protein Coding","7.3","100"
"1204","CTTN","Cortactin","Protein Coding","7.3","87"
"1205","XAF1","XIAP Associated Factor 1","Protein Coding","7.3","70"
"1206","SFRP5","Secreted Frizzled Related Protein 5","Protein Coding","7.3","63"
"1207","MYD88","MYD88 Innate Immune Signal Transduction Adaptor","Protein Coding","7.3","99"
"1208","TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","7.3","89"
"1209","EIF2AK3","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3","Protein Coding","7.3","100"
"1210","CD9","CD9 Molecule","Protein Coding","7.3","85"
"1211","IRF1","Interferon Regulatory Factor 1","Protein Coding","7.3","92"
"1212","WTAP","WT1 Associated Protein","Protein Coding","7.2","65"
"1213","IL2RA","Interleukin 2 Receptor Subunit Alpha","Protein Coding","7.2","100"
"1214","TET1","Tet Methylcytosine Dioxygenase 1","Protein Coding","7.2","78"
"1215","CCN2","Cellular Communication Network Factor 2","Protein Coding","7.2","87"
"1216","FZD4","Frizzled Class Receptor 4","Protein Coding","7.2","95"
"1217","ADAM10","ADAM Metallopeptidase Domain 10","Protein Coding","7.2","100"
"1218","LRP5","LDL Receptor Related Protein 5","Protein Coding","7.2","100"
"1219","ACVR2A","Activin A Receptor Type 2A","Protein Coding","7.2","83"
"1220","SERPINA1","Serpin Family A Member 1","Protein Coding","7.2","100"
"1221","IGFBP6","Insulin Like Growth Factor Binding Protein 6","Protein Coding","7.2","73"
"1222","EZR","Ezrin","Protein Coding","7.2","92"
"1223","DLK1","Delta Like Non-Canonical Notch Ligand 1","Protein Coding","7.2","87"
"1224","BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","7.2","92"
"1225","EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","7.2","89"
"1226","PDCD1LG2","Programmed Cell Death 1 Ligand 2","Protein Coding","7.2","75"
"1227","CCND3","Cyclin D3","Protein Coding","7.2","88"
"1228","LOC129933708","ATAC-STARR-Seq Lymphoblastoid Silent Region 11469","Functional Element","7.1","48"
"1229","S100A9","S100 Calcium Binding Protein A9","Protein Coding","7.1","85"
"1230","AKR1B1","Aldo-Keto Reductase Family 1 Member B","Protein Coding","7.1","88"
"1231","CTBP1","C-Terminal Binding Protein 1","Protein Coding","7.1","100"
"1232","BRF1","BRF1 General Transcription Factor IIIB Subunit","Protein Coding","7.1","90"
"1233","LRRFIP2","LRR Binding FLII Interacting Protein 2","Protein Coding","7.1","64"
"1234","NUMB","NUMB Endocytic Adaptor Protein","Protein Coding","7.1","88"
"1235","MMP11","Matrix Metallopeptidase 11","Protein Coding","7.1","75"
"1236","CSE1L","Chromosome Segregation 1 Like","Protein Coding","7.1","74"
"1237","CD8A","CD8 Subunit Alpha","Protein Coding","7.1","94"
"1238","RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","7.1","87"
"1239","MTRR","5-Methyltetrahydrofolate-Homocysteine Methyltransferase Reductase","Protein Coding","7.1","98"
"1240","SPHK1","Sphingosine Kinase 1","Protein Coding","7.1","89"
"1241","GSR","Glutathione-Disulfide Reductase","Protein Coding","7.1","98"
"1242","CACNA1G","Calcium Voltage-Gated Channel Subunit Alpha1 G","Protein Coding","7.1","99"
"1243","MIR495","MicroRNA 495","RNA Gene","7.1","63"
"1244","ULK1","Unc-51 Like Autophagy Activating Kinase 1","Protein Coding","7.1","90"
"1245","HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","7.1","95"
"1246","TUSC3","Tumor Suppressor Candidate 3","Protein Coding","7.1","92"
"1247","TXN","Thioredoxin","Protein Coding","7.0","88"
"1248","ERN1","Endoplasmic Reticulum To Nucleus Signaling 1","Protein Coding","7.0","89"
"1249","NKD1","NKD Inhibitor Of Wnt Signaling Pathway 1","Protein Coding","7.0","64"
"1250","TLR7","Toll Like Receptor 7","Protein Coding","7.0","98"
"1251","IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","7.0","100"
"1252","RPS6KB1","Ribosomal Protein S6 Kinase B1","Protein Coding","7.0","93"
"1253","GRP","Gastrin Releasing Peptide","Protein Coding","7.0","75"
"1254","NRP2","Neuropilin 2","Protein Coding","7.0","96"
"1255","XBP1","X-Box Binding Protein 1","Protein Coding","7.0","86"
"1256","ILK","Integrin Linked Kinase","Protein Coding","7.0","99"
"1257","CASP5","Caspase 5","Protein Coding","7.0","78"
"1258","XRCC5","X-Ray Repair Cross Complementing 5","Protein Coding","7.0","91"
"1259","ABCA4","ATP Binding Cassette Subfamily A Member 4","Protein Coding","7.0","94"
"1260","SKP2","S-Phase Kinase Associated Protein 2","Protein Coding","7.0","88"
"1261","FHIT","Fragile Histidine Triad Diadenosine Triphosphatase","Protein Coding","7.0","78"
"1262","PTGES","Prostaglandin E Synthase","Protein Coding","7.0","76"
"1263","FGF2","Fibroblast Growth Factor 2","Protein Coding","6.9","88"
"1264","MIF","Macrophage Migration Inhibitory Factor","Protein Coding","6.9","86"
"1265","GLS","Glutaminase","Protein Coding","6.9","96"
"1266","RRM2","Ribonucleotide Reductase Regulatory Subunit M2","Protein Coding","6.9","89"
"1267","TFAP2A","Transcription Factor AP-2 Alpha","Protein Coding","6.9","99"
"1268","KLF6","KLF Transcription Factor 6","Protein Coding","6.9","74"
"1269","CD4","CD4 Molecule","Protein Coding","6.9","95"
"1270","LMNA","Lamin A/C","Protein Coding","6.9","100"
"1271","MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","6.9","100"
"1272","CCR7","C-C Motif Chemokine Receptor 7","Protein Coding","6.9","82"
"1273","SLCO1B1","Solute Carrier Organic Anion Transporter Family Member 1B1","Protein Coding","6.9","100"
"1274","TNFRSF10A","TNF Receptor Superfamily Member 10a","Protein Coding","6.9","89"
"1275","CTSL","Cathepsin L","Protein Coding","6.9","91"
"1276","LGALS9","Galectin 9","Protein Coding","6.8","79"
"1277","MIR186","MicroRNA 186","RNA Gene","6.8","60"
"1278","MIR483","MicroRNA 483","RNA Gene","6.8","63"
"1279","DIS3L2","DIS3 Like 3'-5' Exoribonuclease 2","Protein Coding","6.8","85"
"1280","CXCR3","C-X-C Motif Chemokine Receptor 3","Protein Coding","6.8","85"
"1281","BDNF","Brain Derived Neurotrophic Factor","Protein Coding","6.8","100"
"1282","NOX1","NADPH Oxidase 1","Protein Coding","6.8","87"
"1283","DDB2","Damage Specific DNA Binding Protein 2","Protein Coding","6.8","96"
"1284","MIR302A","MicroRNA 302a","RNA Gene","6.8","62"
"1285","E2F3","E2F Transcription Factor 3","Protein Coding","6.8","87"
"1286","BNIP3","BCL2 Interacting Protein 3","Protein Coding","6.8","74"
"1287","HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","6.8","88"
"1288","CCKBR","Cholecystokinin B Receptor","Protein Coding","6.8","87"
"1289","PTGES2","Prostaglandin E Synthase 2","Protein Coding","6.8","79"
"1290","FOXO4","Forkhead Box O4","Protein Coding","6.8","78"
"1291","MAPK7","Mitogen-Activated Protein Kinase 7","Protein Coding","6.8","92"
"1292","CDC20","Cell Division Cycle 20","Protein Coding","6.8","87"
"1293","SCARNA5","Small Cajal Body-Specific RNA 5","RNA Gene","6.8","58"
"1294","CHUK","Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex","Protein Coding","6.8","100"
"1295","ATF6","Activating Transcription Factor 6","Protein Coding","6.7","97"
"1296","SERPINB5","Serpin Family B Member 5","Protein Coding","6.7","72"
"1297","RIGI","RNA Sensor RIG-I","Protein Coding","6.7","100"
"1298","CSNK2A2","Casein Kinase 2 Alpha 2","Protein Coding","6.7","91"
"1299","RBPJ","Recombination Signal Binding Protein For Immunoglobulin Kappa J Region","Protein Coding","6.7","100"
"1300","CTNND1","Catenin Delta 1","Protein Coding","6.7","100"
"1301","RXRA","Retinoid X Receptor Alpha","Protein Coding","6.7","91"
"1302","CEACAM1","CEA Cell Adhesion Molecule 1","Protein Coding","6.7","84"
"1303","BCAR4","Breast Cancer Anti-Estrogen Resistance 4","RNA Gene","6.7","55"
"1304","EED","Embryonic Ectoderm Development","Protein Coding","6.7","99"
"1305","NUDT1","Nudix Hydrolase 1","Protein Coding","6.7","74"
"1306","IGFBP7","Insulin Like Growth Factor Binding Protein 7","Protein Coding","6.7","86"
"1307","CD82","CD82 Molecule","Protein Coding","6.7","72"
"1308","SHC1","SHC Adaptor Protein 1","Protein Coding","6.7","92"
"1309","PGK1","Phosphoglycerate Kinase 1","Protein Coding","6.6","98"
"1310","FUT4","Fucosyltransferase 4","Protein Coding","6.6","70"
"1311","PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","6.6","92"
"1312","AIFM1","Apoptosis Inducing Factor Mitochondria Associated 1","Protein Coding","6.6","96"
"1313","COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","6.6","100"
"1314","FZD10","Frizzled Class Receptor 10","Protein Coding","6.6","76"
"1315","MIR125B1","MicroRNA 125b-1","RNA Gene","6.6","67"
"1316","FAT4","FAT Atypical Cadherin 4","Protein Coding","6.6","87"
"1317","MIR590","MicroRNA 590","RNA Gene","6.6","66"
"1318","GADD45B","Growth Arrest And DNA Damage Inducible Beta","Protein Coding","6.6","71"
"1319","IL22","Interleukin 22","Protein Coding","6.6","72"
"1320","SPINK1","Serine Peptidase Inhibitor Kazal Type 1","Protein Coding","6.5","82"
"1321","RPSA","Ribosomal Protein SA","Protein Coding","6.5","100"
"1322","CEACAM7","CEA Cell Adhesion Molecule 7","Protein Coding","6.5","64"
"1323","AKR1A1","Aldo-Keto Reductase Family 1 Member A1","Protein Coding","6.5","80"
"1324","TXNRD1","Thioredoxin Reductase 1","Protein Coding","6.5","92"
"1325","CALR","Calreticulin","Protein Coding","6.5","94"
"1326","CFL1","Cofilin 1","Protein Coding","6.5","88"
"1327","IGF2R","Insulin Like Growth Factor 2 Receptor","Protein Coding","6.5","94"
"1328","LOC126860202","BRD4-Independent Group 4 Enhancer GRCh37_chr7:140493623-140494822","Functional Element","6.4","54"
"1329","MCM9","Minichromosome Maintenance 9 Homologous Recombination Repair Factor","Protein Coding","6.4","84"
"1330","CBR1","Carbonyl Reductase 1","Protein Coding","6.4","81"
"1331","HPRT1","Hypoxanthine Phosphoribosyltransferase 1","Protein Coding","6.4","95"
"1332","FCGR2A","Fc Gamma Receptor IIa","Protein Coding","6.4","90"
"1333","MUC6","Mucin 6, Oligomeric Mucus/Gel-Forming (Gene/Pseudogene)","Protein Coding","6.4","75"
"1334","GAST","Gastrin","Protein Coding","6.4","65"
"1335","EXOC4","Exocyst Complex Component 4","Protein Coding","6.4","79"
"1336","BIRC7","Baculoviral IAP Repeat Containing 7","Protein Coding","6.4","77"
"1337","TMSB4X","Thymosin Beta 4 X-Linked","Protein Coding","6.3","72"
"1338","DAPK1","Death Associated Protein Kinase 1","Protein Coding","6.3","92"
"1339","VEGFD","Vascular Endothelial Growth Factor D","Protein Coding","6.3","73"
"1340","PTP4A3","Protein Tyrosine Phosphatase 4A3","Protein Coding","6.3","73"
"1341","LOC129994371","ATAC-STARR-Seq Lymphoblastoid Active Region 22910","Functional Element","6.3","56"
"1342","NTRK2","Neurotrophic Receptor Tyrosine Kinase 2","Protein Coding","6.3","100"
"1343","SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","6.3","100"
"1344","MIR98","MicroRNA 98","RNA Gene","6.3","65"
"1345","MIR543","MicroRNA 543","RNA Gene","6.3","58"
"1346","ERCC5","ERCC Excision Repair 5, Endonuclease","Protein Coding","6.2","95"
"1347","PRKD1","Protein Kinase D1","Protein Coding","6.2","99"
"1348","TKT","Transketolase","Protein Coding","6.2","92"
"1349","MAP3K14","Mitogen-Activated Protein Kinase Kinase Kinase 14","Protein Coding","6.2","99"
"1350","SLC16A3","Solute Carrier Family 16 Member 3","Protein Coding","6.2","84"
"1351","CASC8","Cancer Susceptibility 8","RNA Gene","6.2","54"
"1352","NOS3","Nitric Oxide Synthase 3","Protein Coding","6.2","100"
"1353","MIRLET7C","MicroRNA Let-7c","RNA Gene","6.2","62"
"1354","PRKAR1A","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha","Protein Coding","6.1","100"
"1355","FABP6","Fatty Acid Binding Protein 6","Protein Coding","6.1","70"
"1356","BMP6","Bone Morphogenetic Protein 6","Protein Coding","6.1","82"
"1357","SDHC","Succinate Dehydrogenase Complex Subunit C","Protein Coding","6.0","95"
"1358","ATRX","ATRX Chromatin Remodeler","Protein Coding","6.0","99"
"1359","PRMT5","Protein Arginine Methyltransferase 5","Protein Coding","6.0","91"
"1360","CASP6","Caspase 6","Protein Coding","5.9","90"
"1361","IGFBP4","Insulin Like Growth Factor Binding Protein 4","Protein Coding","5.9","75"
"1362","CEACAM3","CEA Cell Adhesion Molecule 3","Protein Coding","5.9","70"
"1363","GUCA2A","Guanylate Cyclase Activator 2A","Protein Coding","5.9","54"
"1364","KMT2C","Lysine Methyltransferase 2C","Protein Coding","5.9","100"
"1365","CRIPTO","Cripto, EGF-CFC Family Member","Protein Coding","5.8","77"
"1366","FUT3","Fucosyltransferase 3 (Lewis Blood Group)","Protein Coding","5.8","81"
"1367","BCAT1","Branched Chain Amino Acid Transaminase 1","Protein Coding","5.8","83"
"1368","SETDB1","SET Domain Bifurcated Histone Lysine Methyltransferase 1","Protein Coding","5.8","87"
"1369","ITGB3","Integrin Subunit Beta 3","Protein Coding","5.8","100"
"1370","MIR181D","MicroRNA 181d","RNA Gene","5.8","61"
"1371","FMNL2","Formin Like 2","Protein Coding","5.7","78"
"1372","NTS","Neurotensin","Protein Coding","5.7","70"
"1373","PRSS1","Serine Protease 1","Protein Coding","5.7","94"
"1374","GUSB","Glucuronidase Beta","Protein Coding","5.7","98"
"1375","PTPRR","Protein Tyrosine Phosphatase Receptor Type R","Protein Coding","5.7","72"
"1376","MIR663A","MicroRNA 663a","RNA Gene","5.6","55"
"1377","CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","5.6","83"
"1378","MIR199B","MicroRNA 199b","RNA Gene","5.6","63"
"1379","CLCA1","Chloride Channel Accessory 1","Protein Coding","5.6","72"
"1380","CCN4","Cellular Communication Network Factor 4","Protein Coding","5.6","72"
