chemical_id,ChemicalName,gene_id,gene_symbol,cluster_id
C471071,perfluorohexanesulfonic acid,1768,DNAH6,cluster_1
C471071,perfluorohexanesulfonic acid,120526,DNAJC24,cluster_1
C471071,perfluorohexanesulfonic acid,202500,DRC5,cluster_1
C471071,perfluorohexanesulfonic acid,84288,DRC8,cluster_1
C471071,perfluorohexanesulfonic acid,1816,DRD5,cluster_1
C471071,perfluorohexanesulfonic acid,1823,DSC1,cluster_1
C471071,perfluorohexanesulfonic acid,51207,DUSP13B,cluster_1
C471071,perfluorohexanesulfonic acid,1855,DVL1,cluster_1
C471071,perfluorohexanesulfonic acid,1857,DVL3,cluster_1
C471071,perfluorohexanesulfonic acid,1936,EEF1D,cluster_1
C471071,perfluorohexanesulfonic acid,1937,EEF1G,cluster_1
C471071,perfluorohexanesulfonic acid,1938,EEF2,cluster_1
C471071,perfluorohexanesulfonic acid,1945,EFNA4,cluster_1
C471071,perfluorohexanesulfonic acid,22979,EFR3B,cluster_1
C471071,perfluorohexanesulfonic acid,93556,EGFEM1P,cluster_1
C471071,perfluorohexanesulfonic acid,1958,EGR1,cluster_1
C471071,perfluorohexanesulfonic acid,1960,EGR3,cluster_1
C471071,perfluorohexanesulfonic acid,1962,EHHADH,cluster_1
C471071,perfluorohexanesulfonic acid,83939,EIF2A,cluster_1
C471071,perfluorohexanesulfonic acid,8664,EIF3D,cluster_1
C471071,perfluorohexanesulfonic acid,8669,EIF3J,cluster_1
C471071,perfluorohexanesulfonic acid,64772,ENGASE,cluster_1
C471071,perfluorohexanesulfonic acid,2027,ENO3,cluster_1
C471071,perfluorohexanesulfonic acid,2050,EPHB4,cluster_1
C471071,perfluorohexanesulfonic acid,79956,ERMP1,cluster_1
C471071,perfluorohexanesulfonic acid,121506,ERP27,cluster_1
C471071,perfluorohexanesulfonic acid,2099,ESR1,cluster_1
C471071,perfluorohexanesulfonic acid,2152,F3,cluster_1
C471071,perfluorohexanesulfonic acid,2168,FABP1,cluster_1
C471071,perfluorohexanesulfonic acid,23201,FAM168A,cluster_1
C471071,perfluorohexanesulfonic acid,355,FAS,cluster_1
C471071,perfluorohexanesulfonic acid,10922,FASTK,cluster_1
C471071,perfluorohexanesulfonic acid,345630,FBLL1,cluster_1
C471071,perfluorohexanesulfonic acid,84467,FBN3,cluster_1
C471071,perfluorohexanesulfonic acid,64319,FBRS,cluster_1
C471071,perfluorohexanesulfonic acid,26235,FBXL4,cluster_1
C471071,perfluorohexanesulfonic acid,114907,FBXO32,cluster_1
C471071,perfluorohexanesulfonic acid,162517,FBXO39,cluster_1
C471071,perfluorohexanesulfonic acid,150726,FBXO41,cluster_1
C471071,perfluorohexanesulfonic acid,55294,FBXW7,cluster_1
C471071,perfluorohexanesulfonic acid,26281,FGF20,cluster_1
C471071,perfluorohexanesulfonic acid,26127,FGFR1OP2,cluster_1
C471071,perfluorohexanesulfonic acid,2323,FLT3LG,cluster_1
C471071,perfluorohexanesulfonic acid,2353,FOS,cluster_1
C471071,perfluorohexanesulfonic acid,2488,FSHB,cluster_1
C471071,perfluorohexanesulfonic acid,2521,FUS,cluster_1
C471071,perfluorohexanesulfonic acid,79443,FYCO1,cluster_1
C471071,perfluorohexanesulfonic acid,2566,GABRG2,cluster_1
C471071,perfluorohexanesulfonic acid,2597,GAPDH,cluster_1
C471071,perfluorohexanesulfonic acid,54815,GATAD2A,cluster_1
C471071,perfluorohexanesulfonic acid,2658,GDF2,cluster_1
C471071,perfluorohexanesulfonic acid,2670,GFAP,cluster_1
C471071,perfluorohexanesulfonic acid,84694,GJA10,cluster_1
C471071,perfluorohexanesulfonic acid,2710,GK,cluster_1
C471071,perfluorohexanesulfonic acid,2735,GLI1,cluster_1
C471071,perfluorohexanesulfonic acid,107049993,GLTSCR2,cluster_1
C471071,perfluorohexanesulfonic acid,51764,GNG13,cluster_1
C471071,perfluorohexanesulfonic acid,23015,GOLGA8A,cluster_1
C471071,perfluorohexanesulfonic acid,2805,GOT1,cluster_1
C471071,perfluorohexanesulfonic acid,2845,GPR22,cluster_1
C471071,perfluorohexanesulfonic acid,2875,GPT,cluster_1
C471071,perfluorohexanesulfonic acid,493869,GPX8,cluster_1
C471071,perfluorohexanesulfonic acid,2915,GRM5,cluster_1
C471071,perfluorohexanesulfonic acid,389207,GRXCR1,cluster_1
C471071,perfluorohexanesulfonic acid,2947,GSTM3,cluster_1
C471071,perfluorohexanesulfonic acid,8290,H3-4,cluster_1
C471071,perfluorohexanesulfonic acid,8362,H4C12,cluster_1
C471071,perfluorohexanesulfonic acid,3030,HADHA,cluster_1
C471071,perfluorohexanesulfonic acid,54930,HAUS4,cluster_1
C471071,perfluorohexanesulfonic acid,26762,HAVCR1,cluster_1
C471071,perfluorohexanesulfonic acid,3062,HCRTR2,cluster_1
C471071,perfluorohexanesulfonic acid,51564,HDAC7,cluster_1
C471071,perfluorohexanesulfonic acid,284004,HEXD,cluster_1
C471071,perfluorohexanesulfonic acid,3082,HGF,cluster_1
C471071,perfluorohexanesulfonic acid,3156,HMGCR,cluster_1
C471071,perfluorohexanesulfonic acid,3157,HMGCS1,cluster_1
C471071,perfluorohexanesulfonic acid,3158,HMGCS2,cluster_1
C471071,perfluorohexanesulfonic acid,3162,HMOX1,cluster_1
C471071,perfluorohexanesulfonic acid,101060301,HNRNPCL4,cluster_1
C471071,perfluorohexanesulfonic acid,221092,HNRNPUL2,cluster_1
C471071,perfluorohexanesulfonic acid,10481,HOXB13,cluster_1
C471071,perfluorohexanesulfonic acid,3295,HSD17B4,cluster_1
C471071,perfluorohexanesulfonic acid,3339,HSPG2,cluster_1
C471071,perfluorohexanesulfonic acid,94031,HTRA3,cluster_1
C471071,perfluorohexanesulfonic acid,3420,IDH3B,cluster_1
C471071,perfluorohexanesulfonic acid,3446,IFNA10,cluster_1
C471071,perfluorohexanesulfonic acid,282617,IFNL3,cluster_1
C471071,perfluorohexanesulfonic acid,3495,IGHD,cluster_1
C471071,perfluorohexanesulfonic acid,27190,IL17B,cluster_1
C471071,perfluorohexanesulfonic acid,246778,IL27,cluster_1
C471071,perfluorohexanesulfonic acid,283899,INO80E,cluster_1
C471071,perfluorohexanesulfonic acid,3636,INPPL1,cluster_1
C471071,perfluorohexanesulfonic acid,25896,INTS7,cluster_1
C471071,perfluorohexanesulfonic acid,23479,ISCU,cluster_1
C471071,perfluorohexanesulfonic acid,3681,ITGAD,cluster_1
C471071,perfluorohexanesulfonic acid,3683,ITGAL,cluster_1
C471071,perfluorohexanesulfonic acid,3688,ITGB1,cluster_1
C471071,perfluorohexanesulfonic acid,3695,ITGB7,cluster_1
C471071,perfluorohexanesulfonic acid,3725,JUN,cluster_1
C471071,perfluorohexanesulfonic acid,23522,KAT6B,cluster_1
C471071,perfluorohexanesulfonic acid,3766,KCNJ10,cluster_1
C471071,perfluorohexanesulfonic acid,10089,KCNK7,cluster_1
C471071,perfluorohexanesulfonic acid,3783,KCNN4,cluster_1
C471071,perfluorohexanesulfonic acid,3790,KCNS3,cluster_1
C471071,perfluorohexanesulfonic acid,55243,KIRREL1,cluster_1
C471071,perfluorohexanesulfonic acid,55554,KLK15,cluster_1
C471071,perfluorohexanesulfonic acid,8564,KMO,cluster_1
C471071,perfluorohexanesulfonic acid,400578,KRT16P2,cluster_1
C471071,perfluorohexanesulfonic acid,337959,KRTAP13-2,cluster_1
C471071,perfluorohexanesulfonic acid,57830,KRTAP5-8,cluster_1
C471071,perfluorohexanesulfonic acid,144811,LACC1,cluster_1
C471071,perfluorohexanesulfonic acid,27040,LAT,cluster_1
C471071,perfluorohexanesulfonic acid,93273,LEMD1,cluster_1
C471071,perfluorohexanesulfonic acid,654346,LGALS9C,cluster_1
C471071,perfluorohexanesulfonic acid,283197,LINC00301,cluster_1
C471071,perfluorohexanesulfonic acid,160492,LMNTD1,cluster_1
C471071,perfluorohexanesulfonic acid,4015,LOX,cluster_1
C471071,perfluorohexanesulfonic acid,84859,LRCH3,cluster_1
C471071,perfluorohexanesulfonic acid,123355,LRRC28,cluster_1
C471071,perfluorohexanesulfonic acid,57470,LRRC47,cluster_1
C471071,perfluorohexanesulfonic acid,79705,LRRK1,cluster_1
C471071,perfluorohexanesulfonic acid,4050,LTB,cluster_1
C471071,perfluorohexanesulfonic acid,286122,LY6S-AS1,cluster_1
C471071,perfluorohexanesulfonic acid,4107,MAGEA8,cluster_1
C471071,perfluorohexanesulfonic acid,9020,MAP3K14,cluster_1
C471071,perfluorohexanesulfonic acid,4293,MAP3K9,cluster_1
C471071,perfluorohexanesulfonic acid,5594,MAPK1,cluster_1
C471071,perfluorohexanesulfonic acid,5599,MAPK8,cluster_1
C471071,perfluorohexanesulfonic acid,4143,MAT1A,cluster_1
C471071,perfluorohexanesulfonic acid,4148,MATN3,cluster_1
C471071,perfluorohexanesulfonic acid,4150,MAZ,cluster_1
C471071,perfluorohexanesulfonic acid,4153,MBL2,cluster_1
C471071,perfluorohexanesulfonic acid,23101,MCF2L2,cluster_1
C471071,perfluorohexanesulfonic acid,2847,MCHR1,cluster_1
C471071,perfluorohexanesulfonic acid,348262,MCRIP1,cluster_1
C471071,perfluorohexanesulfonic acid,116931,MED12L,cluster_1
C471071,perfluorohexanesulfonic acid,64863,METTL4,cluster_1
C471071,perfluorohexanesulfonic acid,256471,MFSD8,cluster_1
C471071,perfluorohexanesulfonic acid,166968,MIER3,cluster_1
C471071,perfluorohexanesulfonic acid,284424,MIR7-3HG,cluster_1
C471071,perfluorohexanesulfonic acid,400931,MIRLET7BHG,cluster_1
C471071,perfluorohexanesulfonic acid,126353,MISP,cluster_1
C471071,perfluorohexanesulfonic acid,4288,MKI67,cluster_1
C471071,perfluorohexanesulfonic acid,4316,MMP7,cluster_1
C471071,perfluorohexanesulfonic acid,4317,MMP8,cluster_1
C471071,perfluorohexanesulfonic acid,64112,MOAP1,cluster_1
C471071,perfluorohexanesulfonic acid,55034,MOCOS,cluster_1
C471071,perfluorohexanesulfonic acid,4352,MPL,cluster_1
C471071,perfluorohexanesulfonic acid,4547,MTTP,cluster_1
C471071,perfluorohexanesulfonic acid,51778,MYOZ2,cluster_1
C471071,perfluorohexanesulfonic acid,10787,NCKAP1,cluster_1
C471071,perfluorohexanesulfonic acid,9612,NCOR2,cluster_1
C471071,perfluorohexanesulfonic acid,65009,NDRG4,cluster_1
C471071,perfluorohexanesulfonic acid,4753,NELL2,cluster_1
C471071,perfluorohexanesulfonic acid,340533,NEXMIF,cluster_1
C471071,perfluorohexanesulfonic acid,4772,NFATC1,cluster_1
C471071,perfluorohexanesulfonic acid,4775,NFATC3,cluster_1
C471071,perfluorohexanesulfonic acid,4780,NFE2L2,cluster_1
C471071,perfluorohexanesulfonic acid,4794,NFKBIE,cluster_1
C471071,perfluorohexanesulfonic acid,9054,NFS1,cluster_1
C471071,perfluorohexanesulfonic acid,11188,NISCH,cluster_1
C471071,perfluorohexanesulfonic acid,390010,NKX1-2,cluster_1
C471071,perfluorohexanesulfonic acid,84166,NLRC5,cluster_1
C471071,perfluorohexanesulfonic acid,4843,NOS2,cluster_1
C471071,perfluorohexanesulfonic acid,50507,NOX4,cluster_1
C471071,perfluorohexanesulfonic acid,8856,NR1I2,cluster_1
C471071,perfluorohexanesulfonic acid,54888,NSUN2,cluster_1
C471071,perfluorohexanesulfonic acid,30833,NT5C,cluster_1
C471071,perfluorohexanesulfonic acid,107569,NT5C3,cluster_1
C471071,perfluorohexanesulfonic acid,26747,NUFIP1,cluster_1
C471071,perfluorohexanesulfonic acid,728130,NUTM2D,cluster_1
C471071,perfluorohexanesulfonic acid,55130,ODAD2,cluster_1
C471071,perfluorohexanesulfonic acid,4957,ODF2,cluster_1
C471071,perfluorohexanesulfonic acid,221391,OPN5,cluster_1
C471071,perfluorohexanesulfonic acid,390061,OR51Q1,cluster_1
C471071,perfluorohexanesulfonic acid,29948,OSGIN1,cluster_1
C471071,perfluorohexanesulfonic acid,286530,P2RY8,cluster_1
C471071,perfluorohexanesulfonic acid,23241,PACS2,cluster_1
C471071,perfluorohexanesulfonic acid,112304,PAR1,cluster_1
C471071,perfluorohexanesulfonic acid,142,PARP1,cluster_1
C471071,perfluorohexanesulfonic acid,7849,PAX8,cluster_1
C471071,perfluorohexanesulfonic acid,64081,PBLD,cluster_1
C471071,perfluorohexanesulfonic acid,56147,PCDHA1,cluster_1
C471071,perfluorohexanesulfonic acid,56138,PCDHA11,cluster_1
C471071,perfluorohexanesulfonic acid,57717,PCDHB16,cluster_1
C471071,perfluorohexanesulfonic acid,5106,PCK2,cluster_1
C471071,perfluorohexanesulfonic acid,54760,PCSK4,cluster_1
C471071,perfluorohexanesulfonic acid,5146,PDE6C,cluster_1
C471071,perfluorohexanesulfonic acid,5166,PDK4,cluster_1
C471071,perfluorohexanesulfonic acid,8863,PER3,cluster_1
C471071,perfluorohexanesulfonic acid,8800,PEX11A,cluster_1
C471071,perfluorohexanesulfonic acid,5287,PIK3C2B,cluster_1
C471071,perfluorohexanesulfonic acid,27039,PKD2L2,cluster_1
C471071,perfluorohexanesulfonic acid,5337,PLD1,cluster_1
C471071,perfluorohexanesulfonic acid,123,PLIN2,cluster_1
C471071,perfluorohexanesulfonic acid,5357,PLS1,cluster_1
C471071,perfluorohexanesulfonic acid,91584,PLXNA4,cluster_1
C471071,perfluorohexanesulfonic acid,23654,PLXNB2,cluster_1
C471071,perfluorohexanesulfonic acid,23129,PLXND1,cluster_1
C471071,perfluorohexanesulfonic acid,5366,PMAIP1,cluster_1
C471071,perfluorohexanesulfonic acid,5367,PMCH,cluster_1
C471071,perfluorohexanesulfonic acid,171568,POLR3H,cluster_1
C471071,perfluorohexanesulfonic acid,5447,POR,cluster_1
C471071,perfluorohexanesulfonic acid,5453,POU3F1,cluster_1
C471071,perfluorohexanesulfonic acid,5465,PPARA,cluster_1
C471071,perfluorohexanesulfonic acid,5467,PPARD,cluster_1
C471071,perfluorohexanesulfonic acid,5468,PPARG,cluster_1
C471071,perfluorohexanesulfonic acid,5496,PPM1G,cluster_1
C471071,perfluorohexanesulfonic acid,26472,PPP1R14B,cluster_1
C471071,perfluorohexanesulfonic acid,23645,PPP1R15A,cluster_1
C471071,perfluorohexanesulfonic acid,5523,PPP2R3A,cluster_1
C471071,perfluorohexanesulfonic acid,9129,PRPF3,cluster_1
C471071,perfluorohexanesulfonic acid,5645,PRSS2,cluster_1
C471071,perfluorohexanesulfonic acid,146547,PRSS36,cluster_1
C471071,perfluorohexanesulfonic acid,84722,PSRC1,cluster_1
C471071,perfluorohexanesulfonic acid,5781,PTPN11,cluster_1
C471071,perfluorohexanesulfonic acid,5837,PYGM,cluster_1
C471071,perfluorohexanesulfonic acid,5697,PYY,cluster_1
C471071,perfluorohexanesulfonic acid,5859,QARS1,cluster_1
C471071,perfluorohexanesulfonic acid,84267,QNG1,cluster_1
C471071,perfluorohexanesulfonic acid,84440,RAB11FIP4,cluster_1
C471071,perfluorohexanesulfonic acid,117177,RAB3IP,cluster_1
C471071,perfluorohexanesulfonic acid,55684,RABL6,cluster_1
C471071,perfluorohexanesulfonic acid,55698,RADIL,cluster_1
C471071,perfluorohexanesulfonic acid,5896,RAG1,cluster_1
C471071,perfluorohexanesulfonic acid,5897,RAG2,cluster_1
C471071,perfluorohexanesulfonic acid,10235,RASGRP2,cluster_1
C471071,perfluorohexanesulfonic acid,387496,RASL11A,cluster_1
C471071,perfluorohexanesulfonic acid,5928,RBBP4,cluster_1
C471071,perfluorohexanesulfonic acid,10432,RBM14,cluster_1
C471071,perfluorohexanesulfonic acid,100505538,RBM26-AS1,cluster_1
C471071,perfluorohexanesulfonic acid,55285,RBM41,cluster_1
C471071,perfluorohexanesulfonic acid,83998,REG4,cluster_1
C471071,perfluorohexanesulfonic acid,342931,RFPL4A,cluster_1
C471071,perfluorohexanesulfonic acid,8786,RGS11,cluster_1
C471071,perfluorohexanesulfonic acid,9628,RGS6,cluster_1
C471071,perfluorohexanesulfonic acid,150221,RIMBP3C,cluster_1
C471071,perfluorohexanesulfonic acid,643332,RNASE2CP,cluster_1
C471071,perfluorohexanesulfonic acid,6037,RNASE3,cluster_1
C471071,perfluorohexanesulfonic acid,140801,RPL10L,cluster_1
C471071,perfluorohexanesulfonic acid,6137,RPL13,cluster_1
C471071,perfluorohexanesulfonic acid,6158,RPL28,cluster_1
C471071,perfluorohexanesulfonic acid,6122,RPL3,cluster_1
C471071,perfluorohexanesulfonic acid,6132,RPL8,cluster_1
C471071,perfluorohexanesulfonic acid,6175,RPLP0,cluster_1
C471071,perfluorohexanesulfonic acid,256355,RPS2P32,cluster_1
C471071,perfluorohexanesulfonic acid,84881,RPUSD4,cluster_1
C471071,perfluorohexanesulfonic acid,51507,RTF2,cluster_1
C471071,perfluorohexanesulfonic acid,795,S100G,cluster_1
C471071,perfluorohexanesulfonic acid,100316904,SAP25,cluster_1
C471071,perfluorohexanesulfonic acid,6305,SBF1,cluster_1
C471071,perfluorohexanesulfonic acid,949,SCARB1,cluster_1
C471071,perfluorohexanesulfonic acid,6319,SCD,cluster_1
C471071,perfluorohexanesulfonic acid,6323,SCN1A,cluster_1
C471071,perfluorohexanesulfonic acid,6343,SCT,cluster_1
C471071,perfluorohexanesulfonic acid,121214,SDR9C7,cluster_1
C471071,perfluorohexanesulfonic acid,26168,SENP3,cluster_1
C471071,perfluorohexanesulfonic acid,84947,SERAC1,cluster_1
C471071,perfluorohexanesulfonic acid,5273,SERPINB10,cluster_1
C471071,perfluorohexanesulfonic acid,56256,SERTAD4,cluster_1
C471071,perfluorohexanesulfonic acid,26040,SETBP1,cluster_1
C471071,perfluorohexanesulfonic acid,9814,SFI1,cluster_1
C471071,perfluorohexanesulfonic acid,57713,SFMBT2,cluster_1
C471071,perfluorohexanesulfonic acid,8879,SGPL1,cluster_1
C471071,perfluorohexanesulfonic acid,399694,SHC4,cluster_1
C471071,perfluorohexanesulfonic acid,55164,SHQ1,cluster_1
C471071,perfluorohexanesulfonic acid,283514,SIAH3,cluster_1
C471071,perfluorohexanesulfonic acid,100049587,SIGLEC14,cluster_1
C471071,perfluorohexanesulfonic acid,6554,SLC10A1,cluster_1
C471071,perfluorohexanesulfonic acid,26503,SLC17A5,cluster_1
C471071,perfluorohexanesulfonic acid,246213,SLC17A8,cluster_1
C471071,perfluorohexanesulfonic acid,55867,SLC22A11,cluster_1
C471071,perfluorohexanesulfonic acid,6582,SLC22A2,cluster_1
C471071,perfluorohexanesulfonic acid,9376,SLC22A8,cluster_1
C471071,perfluorohexanesulfonic acid,10165,SLC25A13,cluster_1
C471071,perfluorohexanesulfonic acid,123096,SLC25A29,cluster_1
C471071,perfluorohexanesulfonic acid,293,SLC25A6,cluster_1
C471071,perfluorohexanesulfonic acid,115111,SLC26A7,cluster_1
C471071,perfluorohexanesulfonic acid,148641,SLC35F3,cluster_1
C471071,perfluorohexanesulfonic acid,54020,SLC37A1,cluster_1
C471071,perfluorohexanesulfonic acid,200931,SLC51A,cluster_1
C471071,perfluorohexanesulfonic acid,123264,SLC51B,cluster_1
C471071,perfluorohexanesulfonic acid,6523,SLC5A1,cluster_1
C471071,perfluorohexanesulfonic acid,11136,SLC7A9,cluster_1
C471071,perfluorohexanesulfonic acid,10599,SLCO1B1,cluster_1
C471071,perfluorohexanesulfonic acid,28234,SLCO1B3,cluster_1
C471071,perfluorohexanesulfonic acid,11309,SLCO2B1,cluster_1
C471071,perfluorohexanesulfonic acid,4088,SMAD3,cluster_1
C471071,perfluorohexanesulfonic acid,105371564,SMCR2,cluster_1
C471071,perfluorohexanesulfonic acid,780851,SNORD3A,cluster_1
C471071,perfluorohexanesulfonic acid,8723,SNX4,cluster_1
C471071,perfluorohexanesulfonic acid,6647,SOD1,cluster_1
C471071,perfluorohexanesulfonic acid,418848,SPERT,cluster_1
C471071,perfluorohexanesulfonic acid,6687,SPG7,cluster_1
C471071,perfluorohexanesulfonic acid,10418,SPON1,cluster_1
C471071,perfluorohexanesulfonic acid,23166,STAB1,cluster_1
C471071,perfluorohexanesulfonic acid,6770,STAR,cluster_1
C471071,perfluorohexanesulfonic acid,169436,STKLD1,cluster_1
C471071,perfluorohexanesulfonic acid,375057,STUM,cluster_1
C471071,perfluorohexanesulfonic acid,6822,SULT2A1,cluster_1
C471071,perfluorohexanesulfonic acid,6821,SUOX,cluster_1
C471071,perfluorohexanesulfonic acid,11198,SUPT16H,cluster_1
C471071,perfluorohexanesulfonic acid,6838,SURF6,cluster_1
C471071,perfluorohexanesulfonic acid,55061,SUSD4,cluster_1
C471071,perfluorohexanesulfonic acid,54843,SYTL2,cluster_1
C471071,perfluorohexanesulfonic acid,6890,TAP1,cluster_1
C471071,perfluorohexanesulfonic acid,80835,TAS1R1,cluster_1
C471071,perfluorohexanesulfonic acid,259296,TAS2R50,cluster_1
C471071,perfluorohexanesulfonic acid,374403,TBC1D10C,cluster_1
C471071,perfluorohexanesulfonic acid,6920,TCEA3,cluster_1
C471071,perfluorohexanesulfonic acid,84260,TCHP,cluster_1
C471071,perfluorohexanesulfonic acid,9894,TELO2,cluster_1
C471071,perfluorohexanesulfonic acid,7031,TFF1,cluster_1
C471071,perfluorohexanesulfonic acid,79896,THNSL1,cluster_1
C471071,perfluorohexanesulfonic acid,80145,THOC7,cluster_1
C471071,perfluorohexanesulfonic acid,201633,TIGIT,cluster_1
C471071,perfluorohexanesulfonic acid,84216,TMEM117,cluster_1
C471071,perfluorohexanesulfonic acid,51524,TMEM138,cluster_1
C471071,perfluorohexanesulfonic acid,9966,TNFSF15,cluster_1
C471071,perfluorohexanesulfonic acid,7157,TP53,cluster_1
C471071,perfluorohexanesulfonic acid,7164,TPD52L1,cluster_1
C471071,perfluorohexanesulfonic acid,121278,TPH2,cluster_1
C471071,perfluorohexanesulfonic acid,10345,TRDN,cluster_1
C471071,perfluorohexanesulfonic acid,54210,TREM1,cluster_1
C471071,perfluorohexanesulfonic acid,57761,TRIB3,cluster_1
C471071,perfluorohexanesulfonic acid,287015,TRIM42,cluster_1
C471071,perfluorohexanesulfonic acid,205860,TRIML2,cluster_1
C471071,perfluorohexanesulfonic acid,81627,TRMT1L,cluster_1
C471071,perfluorohexanesulfonic acid,55503,TRPV6,cluster_1
C471071,perfluorohexanesulfonic acid,222642,TSPO2,cluster_1
C471071,perfluorohexanesulfonic acid,284900,TTC28-AS1,cluster_1
C471071,perfluorohexanesulfonic acid,150465,TTL,cluster_1
C471071,perfluorohexanesulfonic acid,7276,TTR,cluster_1
C471071,perfluorohexanesulfonic acid,10628,TXNIP,cluster_1
C471071,perfluorohexanesulfonic acid,7297,TYK2,cluster_1
C471071,perfluorohexanesulfonic acid,55585,UBE2Q1,cluster_1
C471071,perfluorohexanesulfonic acid,10277,UBE4B,cluster_1
C471071,perfluorohexanesulfonic acid,54658,UGT1A1,cluster_1
C471071,perfluorohexanesulfonic acid,25989,ULK3,cluster_1
C471071,perfluorohexanesulfonic acid,440279,UNC13C,cluster_1
C471071,perfluorohexanesulfonic acid,81605,URM1,cluster_1
C471071,perfluorohexanesulfonic acid,9098,USP6,cluster_1
C471071,perfluorohexanesulfonic acid,50853,VILL,cluster_1
C471071,perfluorohexanesulfonic acid,65082,VPS33A,cluster_1
C471071,perfluorohexanesulfonic acid,79720,VPS37B,cluster_1
C471071,perfluorohexanesulfonic acid,375260,WASH2P,cluster_1
C471071,perfluorohexanesulfonic acid,11193,WBP4,cluster_1
C471071,perfluorohexanesulfonic acid,90199,WFDC8,cluster_1
C471071,perfluorohexanesulfonic acid,420322,WISP1,cluster_1
C471071,perfluorohexanesulfonic acid,7480,WNT10B,cluster_1
C471071,perfluorohexanesulfonic acid,7474,WNT5A,cluster_1
C471071,perfluorohexanesulfonic acid,389610,XKR5,cluster_1
C471071,perfluorohexanesulfonic acid,57002,YAE1,cluster_1
C471071,perfluorohexanesulfonic acid,91746,YTHDC1,cluster_1
C471071,perfluorohexanesulfonic acid,7535,ZAP70,cluster_1
C471071,perfluorohexanesulfonic acid,23211,ZC3H4,cluster_1
C471071,perfluorohexanesulfonic acid,158866,ZDHHC15,cluster_1
C471071,perfluorohexanesulfonic acid,57732,ZFYVE28,cluster_1
C471071,perfluorohexanesulfonic acid,84619,ZGPAT,cluster_1
C471071,perfluorohexanesulfonic acid,55345,ZGRF1,cluster_1
C471071,perfluorohexanesulfonic acid,23660,ZKSCAN5,cluster_1
C471071,perfluorohexanesulfonic acid,84460,ZMAT1,cluster_1
C471071,perfluorohexanesulfonic acid,7695,ZNF136,cluster_1
C471071,perfluorohexanesulfonic acid,57335,ZNF286A,cluster_1
C471071,perfluorohexanesulfonic acid,26152,ZNF337,cluster_1
C471071,perfluorohexanesulfonic acid,23060,ZNF609,cluster_1
C471071,perfluorohexanesulfonic acid,80110,ZNF614,cluster_1
C471071,perfluorohexanesulfonic acid,284370,ZNF615,cluster_1
C471071,perfluorohexanesulfonic acid,23361,ZNF629,cluster_1
C471071,perfluorohexanesulfonic acid,342892,ZNF850,cluster_1
C471071,perfluorohexanesulfonic acid,148066,ZNRF4,cluster_1
C471071,perfluorohexanesulfonic acid,7589,ZSCAN21,cluster_1
D012834,Silver,4363,ABCC1,cluster_6
D012834,Silver,8714,ABCC3,cluster_6
D012834,Silver,63874,ABHD4,cluster_6
D012834,Silver,3983,ABLIM1,cluster_6
D012834,Silver,58,ACTA1,cluster_6
D012834,Silver,72,ACTG2,cluster_6
D012834,Silver,8754,ADAM9,cluster_6
D012834,Silver,9510,ADAMTS1,cluster_6
D012834,Silver,56999,ADAMTS9,cluster_6
D012834,Silver,133,ADM,cluster_6
D012834,Silver,135,ADORA2A,cluster_6
D012834,Silver,140,ADORA3,cluster_6
D012834,Silver,177,AGER,cluster_6
D012834,Silver,55109,AGGF1,cluster_6
D012834,Silver,178,AGL,cluster_6
D012834,Silver,192670,AGO4,cluster_6
D012834,Silver,102843911,AGPAT9,cluster_6
D012834,Silver,10598,AHSA1,cluster_6
D012834,Silver,9131,AIFM1,cluster_6
D012834,Silver,84962,AJUBA,cluster_6
D012834,Silver,8165,AKAP1,cluster_6
D012834,Silver,57016,AKR1B10,cluster_6
D012834,Silver,1645,AKR1C1,cluster_6
D012834,Silver,1646,AKR1C2,cluster_6
D012834,Silver,216,ALDH1A1,cluster_6
D012834,Silver,219,ALDH1B1,cluster_6
D012834,Silver,250,ALPP,cluster_6
D012834,Silver,83607,AMMECR1L,cluster_6
D012834,Silver,51421,AMOTL2,cluster_6
D012834,Silver,27063,ANKRD1,cluster_6
D012834,Silver,29123,ANKRD11,cluster_6
D012834,Silver,353322,ANKRD37,cluster_6
D012834,Silver,257629,ANKS4B,cluster_6
D012834,Silver,301,ANXA1,cluster_6
D012834,Silver,9907,AP5Z1,cluster_6
D012834,Silver,334,APLP2,cluster_6
D012834,Silver,23237,ARC,cluster_6
D012834,Silver,50650,ARHGEF3,cluster_6
D012834,Silver,51742,ARID4B,cluster_6
D012834,Silver,84159,ARID5B,cluster_6
D012834,Silver,340075,ARSI,cluster_6
D012834,Silver,429,ASCL1,cluster_6
D012834,Silver,25842,ASF1A,cluster_6
D012834,Silver,440,ASNS,cluster_6
D012834,Silver,444,ASPH,cluster_6
D012834,Silver,445,ASS1,cluster_6
D012834,Silver,55252,ASXL2,cluster_6
D012834,Silver,467,ATF3,cluster_6
D012834,Silver,538,ATP7A,cluster_6
D012834,Silver,6790,AURKA,cluster_6
D012834,Silver,9212,AURKB,cluster_6
D012834,Silver,6795,AURKC,cluster_6
D012834,Silver,51582,AZIN1,cluster_6
D012834,Silver,571,BACH1,cluster_6
D012834,Silver,9531,BAG3,cluster_6
D012834,Silver,25805,BAMBI,cluster_6
D012834,Silver,54971,BANP,cluster_6
D012834,Silver,580,BARD1,cluster_6
D012834,Silver,581,BAX,cluster_6
