set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,15851,LOC124906010,Uncharacterized LOC124906010,Protein Coding,17.1,11,False,False
primary_anywhere,15852,BOK-AS1,BOK Antisense RNA 1,RNA Gene,17.1,51,False,False
primary_anywhere,15853,RPL36AP25,Ribosomal Protein L36a Pseudogene 25,Pseudogene,17.1,40,False,False
primary_anywhere,15854,LINC01548,Long Intergenic Non-Protein Coding RNA 1548,RNA Gene,17.1,51,False,False
primary_anywhere,15855,ANTKMT,Adenine Nucleotide Translocase Lysine Methyltransferase,Protein Coding,17.1,54,False,False
primary_anywhere,15856,MIR520E,MicroRNA 520e,RNA Gene,17.1,55,False,False
primary_anywhere,15857,RPS12P20,Ribosomal Protein S12 Pseudogene 20,Pseudogene,17.1,33,False,False
primary_anywhere,15858,ENSG00000259242,"Novel Transcript, Antisense To PBX4",RNA Gene,17.1,43,False,False
primary_anywhere,15859,LOC124900444,Small Nucleolar RNA SNORA40,RNA Gene,17.1,43,False,False
primary_anywhere,15860,TENT5C-DT,TENT5C Divergent Transcript,RNA Gene,17.1,43,False,False
primary_anywhere,15861,ENSG00000279080,"Novel Transcript, Antisense To PLA2G6",RNA Gene,17.1,39,False,False
primary_anywhere,15862,PHF5AP1,PHF5A Pseudogene 1,Pseudogene,17.1,37,False,False
primary_anywhere,15863,UBE2D3P3,Ubiquitin Conjugating Enzyme E2 D3 Pseudogene 3,Pseudogene,17.1,31,False,False
primary_anywhere,15864,MIR891B,MicroRNA 891b,RNA Gene,17.1,50,False,False
primary_anywhere,15865,MIR609,MicroRNA 609,RNA Gene,17.1,55,False,False
primary_anywhere,15866,ERCC6L2-AS1,ERCC6L2 Antisense RNA 1,RNA Gene,17.0,52,False,False
primary_anywhere,15867,ENSG00000272849,Novel Transcript,RNA Gene,17.0,44,False,False
primary_anywhere,15868,MIR5693,MicroRNA 5693,RNA Gene,17.0,51,False,False
primary_anywhere,15869,PRRT4,Proline Rich Transmembrane Protein 4,Protein Coding,17.0,46,False,False
primary_anywhere,15870,NPIPB12,Nuclear Pore Complex Interacting Protein Family Member B12,Protein Coding,17.0,40,False,False
primary_anywhere,15871,KIAA1549L,KIAA1549 Like,Protein Coding,17.0,47,False,False
primary_anywhere,15872,LNC-MBOAT1-16,,RNA Gene,17.0,27,False,False
primary_anywhere,15873,NONHSAG034457.2,,RNA Gene,17.0,23,False,False
primary_anywhere,15874,PIR-41525-579,,RNA Gene,17.0,18,False,False
primary_anywhere,15875,HPYR1,Helicobacter Pylori Responsive 1,RNA Gene,17.0,51,False,False
primary_anywhere,15876,CLLU1,Chronic Lymphocytic Leukemia Up-Regulated 1,RNA Gene,17.0,56,False,False
primary_anywhere,15877,SNORD28B,"Small Nucleolar RNA, C/D Box 28B",RNA Gene,17.0,52,False,False
primary_anywhere,15878,TNPO1-DT,TNPO1 Divergent Transcript,RNA Gene,17.0,49,False,False
primary_anywhere,15879,LOC111674464,CFTR Intron 1 Enhancer,Functional Element,17.0,48,False,False
primary_anywhere,15880,MIR297,MicroRNA 297,RNA Gene,17.0,52,False,True
primary_anywhere,15881,CM034952-200,,RNA Gene,17.0,24,False,False
primary_anywhere,15882,RAI1-AS1,RAI1 Antisense RNA 1,RNA Gene,17.0,49,False,False
primary_anywhere,15883,L13304-024,,RNA Gene,17.0,23,False,False
primary_anywhere,15884,RF00017-7977,,RNA Gene,17.0,23,False,False
primary_anywhere,15885,NONHSAG045678.2-002,,RNA Gene,17.0,19,False,False
primary_anywhere,15886,LNC-HNF1B-3,,RNA Gene,17.0,19,False,False
primary_anywhere,15887,KRT18P24,Keratin 18 Pseudogene 24,Pseudogene,17.0,37,False,False
primary_anywhere,15888,LINC00841,Long Intergenic Non-Protein Coding RNA 841,RNA Gene,17.0,49,False,False
primary_anywhere,15889,NUMA1-AS1,NUMA1 Antisense RNA 1,RNA Gene,17.0,46,False,False
primary_anywhere,15890,HSALNG0024208,,RNA Gene,17.0,28,False,False
primary_anywhere,15891,LOC124901490,Uncharacterized LOC124901490,RNA Gene,17.0,21,False,False
primary_anywhere,15892,PIR-31534-479,,RNA Gene,17.0,18,False,False
primary_anywhere,15893,NPIPA3,Nuclear Pore Complex Interacting Protein Family Member A3,Protein Coding,17.0,38,False,False
primary_anywhere,15894,ISCA1P1,Iron-Sulfur Cluster Assembly 1 Pseudogene 1,Pseudogene,17.0,48,False,False
primary_anywhere,15895,LOC100507472,Uncharacterized LOC100507472,RNA Gene,16.9,46,False,False
primary_anywhere,15896,RPL23AP1,Ribosomal Protein L23a Pseudogene 1,Pseudogene,16.9,48,False,False
primary_anywhere,15897,LINC02752,Long Intergenic Non-Protein Coding RNA 2752,RNA Gene,16.9,46,False,False
primary_anywhere,15898,ADCY10P1,ADCY10 Pseudogene 1,Pseudogene,16.9,45,False,False
primary_anywhere,15899,LINC02098,Long Intergenic Non-Protein Coding RNA 2098,RNA Gene,16.9,46,False,False
primary_anywhere,15900,ENSG00000257740,"Novel Transcript, Antisense To CNPY2",RNA Gene,16.9,45,False,False
primary_anywhere,15901,LOC105372988,Uncharacterized LOC105372988,RNA Gene,16.9,43,False,False
primary_anywhere,15902,ENSG00000271828,"Novel Transcript, Antisense To MIER3",RNA Gene,16.9,37,False,False
primary_anywhere,15903,MOCS2-DT,MOCS2 Divergent Transcript,RNA Gene,16.9,50,False,False
primary_anywhere,15904,LINC02603,Long Intergenic Non-Protein Coding RNA 2603,RNA Gene,16.9,49,False,False
primary_anywhere,15905,LOC124900259,Small Nucleolar RNA SNORA70,RNA Gene,16.9,50,False,False
primary_anywhere,15906,LINC01524,Long Intergenic Non-Protein Coding RNA 1524,RNA Gene,16.9,53,False,False
primary_anywhere,15907,SMG7-AS1,SMG7 Antisense RNA 1,RNA Gene,16.9,50,False,False
primary_anywhere,15908,LINC00399,Long Intergenic Non-Protein Coding RNA 399,RNA Gene,16.9,51,False,False
primary_anywhere,15909,LINC02337,Long Intergenic Non-Protein Coding RNA 2337,RNA Gene,16.9,51,False,False
primary_anywhere,15910,ENSG00000228804,"Novel Transcript, Antisense To RTP2 And BCL6",RNA Gene,16.9,43,False,False
primary_anywhere,15911,PPIAP23,Peptidylprolyl Isomerase A Pseudogene 23,Pseudogene,16.9,30,False,False
primary_anywhere,15912,ENSG00000298449,Novel Transcript,RNA Gene,16.9,28,False,False
primary_anywhere,15913,LNC-HLA-DRB1-3,,RNA Gene,16.9,23,False,False
primary_anywhere,15914,LOC105375508,Uncharacterized LOC105375508,RNA Gene,16.9,21,False,False
primary_anywhere,15915,RF00017-13465,,RNA Gene,16.9,21,False,False
primary_anywhere,15916,ZNF230-DT,ZNF230 Divergent Transcript,RNA Gene,16.9,50,False,False
primary_anywhere,15917,CIMAP1C,Ciliary Microtubule Associated Protein 1C,Protein Coding,16.9,37,False,True
primary_anywhere,15918,CM034972-127,,RNA Gene,16.9,23,False,False
primary_anywhere,15919,SCARNA4,Small Cajal Body-Specific RNA 4,RNA Gene,16.9,55,False,False
primary_anywhere,15920,PPP1R26P1,Protein Phosphatase 1 Regulatory Subunit 26 Pseudogene 1,Pseudogene,16.9,43,False,False
primary_anywhere,15921,ACOXL-AS1,ACOXL Antisense RNA 1,RNA Gene,16.9,49,False,False
primary_anywhere,15922,TMCO4,Transmembrane And Coiled-Coil Domains 4,Protein Coding,16.8,50,False,False
primary_anywhere,15923,HIPK4,Homeodomain Interacting Protein Kinase 4,Protein Coding,16.8,61,False,False
primary_anywhere,15924,RPL7L1P15,RPL7L1 Pseudogene 15,Pseudogene,16.8,34,False,False
primary_anywhere,15925,SHLD1,Shieldin Complex Subunit 1,Protein Coding,16.8,59,False,False
primary_anywhere,15926,RN7SL51P,"RNA, 7SL, Cytoplasmic 51, Pseudogene",Pseudogene,16.8,32,False,False
primary_anywhere,15927,RN7SL18P,"RNA, 7SL, Cytoplasmic 18, Pseudogene",Pseudogene,16.8,31,False,False
primary_anywhere,15928,TTC13,Tetratricopeptide Repeat Domain 13,Protein Coding,16.8,46,False,False
primary_anywhere,15929,LOC130494219,Uncharacterized LOC130494219,RNA Gene,16.8,47,False,False
primary_anywhere,15930,LINC03061,Long Intergenic Non-Protein Coding RNA 3061,RNA Gene,16.8,38,False,False
primary_anywhere,15931,ENSG00000298301,"Novel Transcript, Antisense To MAFF",RNA Gene,16.8,28,False,False
primary_anywhere,15932,LNC-HASPIN-2,,RNA Gene,16.8,27,False,False
primary_anywhere,15933,ENSG00000298645,"Novel Transcript, Antisense To PTGFRN",RNA Gene,16.8,23,False,False
primary_anywhere,15934,HSALNG0135390,,RNA Gene,16.8,23,False,False
primary_anywhere,15935,MN308972,,RNA Gene,16.8,21,False,False
primary_anywhere,15936,LNC-CD101-1,,RNA Gene,16.8,21,False,False
primary_anywhere,15937,LINC00993,Long Intergenic Non-Protein Coding RNA 993,RNA Gene,16.8,51,False,False
primary_anywhere,15938,HSALNG0063305-001,,RNA Gene,16.8,29,False,False
primary_anywhere,15939,YTHDF3-DT,YTHDF3 Divergent Transcript,RNA Gene,16.8,48,False,False
primary_anywhere,15940,LINC00681,Long Intergenic Non-Protein Coding RNA 681,RNA Gene,16.8,49,False,False
primary_anywhere,15941,KLF3-AS1,KLF3 Antisense RNA 1,RNA Gene,16.8,53,False,False
primary_anywhere,15942,TPRG1L,Tumor Protein P63 Regulated 1 Like,Protein Coding,16.8,50,False,True
primary_anywhere,15943,SELENOO-AS1,SELENOO Antisense RNA 1,RNA Gene,16.8,46,False,False
primary_anywhere,15944,KLC2-AS1,KLC2 Antisense RNA 1,RNA Gene,16.8,52,False,False
primary_anywhere,15945,LUADT1,Lung Adenocarcinoma Associated Transcript 1,RNA Gene,16.8,51,False,False
primary_anywhere,15946,TRR-TCG4-1,TRNA-Arg (Anticodon TCG) 4-1,RNA Gene,16.8,47,False,False
primary_anywhere,15947,SNORA67,"Small Nucleolar RNA, H/ACA Box 67",RNA Gene,16.8,54,False,False
primary_anywhere,15948,TMEM147-AS1,TMEM147 Antisense RNA 1,RNA Gene,16.8,55,False,False
primary_anywhere,15949,CCDC127,Coiled-Coil Domain Containing 127,Protein Coding,16.8,50,False,False
primary_anywhere,15950,FBXL7,F-Box And Leucine Rich Repeat Protein 7,Protein Coding,16.8,70,False,False
primary_anywhere,15951,GUCY2EP,"Guanylate Cyclase 2E, Pseudogene",Pseudogene,16.8,53,False,False
primary_anywhere,15952,RPL13P12,Ribosomal Protein L13 Pseudogene 12,Pseudogene,16.8,48,False,False
primary_anywhere,15953,OR4C3,Olfactory Receptor Family 4 Subfamily C Member 3,Protein Coding,16.8,56,False,False
primary_anywhere,15954,LINC01556,Long Intergenic Non-Protein Coding RNA 1556,RNA Gene,16.8,52,False,False
primary_anywhere,15955,EHMT2-AS1,EHMT2 And SLC44A4 Antisense RNA 1,RNA Gene,16.8,51,False,False
primary_anywhere,15956,LINC02005,Long Intergenic Non-Protein Coding RNA 2005,RNA Gene,16.8,46,False,False
primary_anywhere,15957,ENSG00000309733,Novel Transcript,RNA Gene,16.8,38,False,False
primary_anywhere,15958,INKA2-AS1,INKA2 Antisense RNA 1,RNA Gene,16.7,52,False,False
primary_anywhere,15959,ENSG00000285901,Novel Transcript,Protein Coding,16.7,31,False,False
primary_anywhere,15960,JAKMIP1-DT,JAKMIP1 Divergent Transcript,RNA Gene,16.7,48,False,False
primary_anywhere,15961,LINC01148,Long Intergenic Non-Protein Coding RNA 1148,RNA Gene,16.7,48,False,False
primary_anywhere,15962,LINC02070,Long Intergenic Non-Protein Coding RNA 2070,RNA Gene,16.7,48,False,False
primary_anywhere,15963,LINC02708,Long Intergenic Non-Protein Coding RNA 2708,RNA Gene,16.7,46,False,False
primary_anywhere,15964,LINC03072,Long Intergenic Non-Protein Coding RNA 3072,RNA Gene,16.7,45,False,False
primary_anywhere,15965,ENSG00000224000,Novel Transcript,RNA Gene,16.7,43,False,False
primary_anywhere,15966,ENSG00000257060,Novel Transcript,RNA Gene,16.7,43,False,False
primary_anywhere,15967,ENSG00000264701,"Novel Transcript, Antisense To CDK5RAP3",RNA Gene,16.7,43,False,False
primary_anywhere,15968,LINC02309,Long Intergenic Non-Protein Coding RNA 2309,RNA Gene,16.7,43,False,False
primary_anywhere,15969,ENSG00000231467,Novel Transcript,RNA Gene,16.7,42,False,False
primary_anywhere,15970,LINC01910,Long Intergenic Non-Protein Coding RNA 1910,RNA Gene,16.7,42,False,False
primary_anywhere,15971,SND1-DT,SND1 Divergent Transcript,RNA Gene,16.7,42,False,False
primary_anywhere,15972,ENSG00000258888,Novel Transcript,RNA Gene,16.7,41,False,False
primary_anywhere,15973,RPL39P41,Ribosomal Protein L39 Pseudogene 41,Pseudogene,16.7,40,False,False
primary_anywhere,15974,KRT18P39,Keratin 18 Pseudogene 39,Pseudogene,16.7,37,False,False
primary_anywhere,15975,MED6P1,Mediator Complex Subunit 6 Pseudogene 1,Pseudogene,16.7,34,False,False
primary_anywhere,15976,RN7SL26P,"RNA, 7SL, Cytoplasmic 26, Pseudogene",Pseudogene,16.7,34,False,False
primary_anywhere,15977,RNU6-144P,"RNA, U6 Small Nuclear 144, Pseudogene",Pseudogene,16.7,34,False,False
primary_anywhere,15978,RNU6-343P,"RNA, U6 Small Nuclear 343, Pseudogene",Pseudogene,16.7,34,False,False
primary_anywhere,15979,RN7SL130P,"RNA, 7SL, Cytoplasmic 130, Pseudogene",Pseudogene,16.7,32,False,False
primary_anywhere,15980,KLF7P1,KLF7 Pseudogene 1,Pseudogene,16.7,31,False,False
primary_anywhere,15981,RN7SKP113,RN7SK Pseudogene 113,Pseudogene,16.7,31,False,False
primary_anywhere,15982,RNU1-91P,"RNA, U1 Small Nuclear 91, Pseudogene",Pseudogene,16.7,31,False,False
primary_anywhere,15983,ZYXP1,Zyxin Pseudogene 1,Pseudogene,16.7,31,False,False
primary_anywhere,15984,RNU6-1149P,"RNA, U6 Small Nuclear 1149, Pseudogene",Pseudogene,16.7,29,False,False
primary_anywhere,15985,ENSG00000199550,Y RNA,RNA Gene,16.7,27,False,False
primary_anywhere,15986,MIR1205,MicroRNA 1205,RNA Gene,16.7,55,False,False
primary_anywhere,15987,DDX19A-DT,DDX19A Divergent Transcript,RNA Gene,16.7,46,False,False
primary_anywhere,15988,TRUB1,TruB Pseudouridine Synthase Family Member 1,Protein Coding,16.7,62,False,False
primary_anywhere,15989,TRBV12-4,T Cell Receptor Beta Variable 12-4,Protein Coding,16.7,37,False,False
primary_anywhere,15990,GLUD1P5,Glutamate Dehydrogenase 1 Pseudogene 5,Pseudogene,16.7,45,False,False
primary_anywhere,15991,LNC-TRA2B-2,,RNA Gene,16.7,19,False,False
primary_anywhere,15992,ENSG00000255038,"Novel Transcript, Antisense To SF3B2",RNA Gene,16.7,43,False,False
primary_anywhere,15993,ENSG00000285684,Novel Transcript,RNA Gene,16.7,38,False,False
primary_anywhere,15994,RN7SKP15,RN7SK Pseudogene 15,Pseudogene,16.7,34,False,False
primary_anywhere,15995,RN7SL198P,"RNA, 7SL, Cytoplasmic 198, Pseudogene",Pseudogene,16.7,30,False,False
primary_anywhere,15996,LYPLAL1-DT,LYPLAL1 Divergent Transcript,RNA Gene,16.7,51,False,False
primary_anywhere,15997,ARMCX1,Armadillo Repeat Containing X-Linked 1,Protein Coding,16.7,54,False,False
primary_anywhere,15998,MYRACL,Myelination Regulating Oligodendrocyte Associated LncRNA,RNA Gene,16.7,50,False,False
primary_anywhere,15999,ENSG00000299582,"Novel Transcript, Antisense To IGF2BP2",RNA Gene,16.7,43,False,False
primary_anywhere,16000,ENSG00000290063,Novel Transcript,RNA Gene,16.7,34,False,False
primary_anywhere,16001,CM034962-027,,RNA Gene,16.7,23,False,False
primary_anywhere,16002,LNC-SENP2-7,,RNA Gene,16.7,23,False,False
primary_anywhere,16003,MLRL,Myeloid Leukemia-Related Gene (Myeloid Tumor Suppressor),Genetic Locus,16.7,25,False,False
primary_anywhere,16004,CSAG1,Chondrosarcoma Associated Gene 1,Protein Coding,16.7,48,False,False
primary_anywhere,16005,LOC100130548,Uncharacterized LOC100130548,RNA Gene,16.7,46,False,False
primary_anywhere,16006,PARK7P1,PARK7 Pseudogene 1,Pseudogene,16.7,37,False,False
primary_anywhere,16007,ENSG00000299747,"Novel Transcript, Antisense To HLA-DRA And LOF:HLA-DRA",RNA Gene,16.7,43,False,False
primary_anywhere,16008,ENSG00000300857,"Novel Transcript, Antisense To CYTL1",RNA Gene,16.7,43,False,False
primary_anywhere,16009,ENSG00000307544,Novel Transcript,RNA Gene,16.7,39,False,False
primary_anywhere,16010,ENSG00000295384,"Novel Transcript, Antisense To TH And INS",RNA Gene,16.7,37,False,False
primary_anywhere,16011,ENSG00000295409,Novel Transcript,RNA Gene,16.7,37,False,False
primary_anywhere,16012,SLC25A38P1,SLC25A38 Pseudogene 1,Pseudogene,16.7,37,False,False
primary_anywhere,16013,LNC-C1QTNF6-1,,RNA Gene,16.7,36,False,False
primary_anywhere,16014,ENSG00000305408,Novel Transcript,RNA Gene,16.7,34,False,False
primary_anywhere,16015,ENSG00000299076,"Novel Transcript, Antisense To HORMAD2",RNA Gene,16.7,33,False,False
primary_anywhere,16016,LNC-HLA-DRA-2,,RNA Gene,16.7,31,False,False
primary_anywhere,16017,LNC-KCNJ5-2,,RNA Gene,16.7,31,False,False
primary_anywhere,16018,MLDHR,Mitochondrial Lactate Dehydrogenase Regulator,Protein Coding,16.7,30,False,False
primary_anywhere,16019,ENSG00000302590,Novel Transcript,RNA Gene,16.7,28,False,False
primary_anywhere,16020,HSALNG0082195,,RNA Gene,16.7,28,False,False
primary_anywhere,16021,ENSG00000299104,"Novel Transcript, Sense Intronic To MTMR3 And HORMAD2",RNA Gene,16.7,27,False,False
primary_anywhere,16022,NONHSAG046097.2,,RNA Gene,16.7,27,False,False
primary_anywhere,16023,LNC-CCHCR1-2,,RNA Gene,16.7,27,False,False
primary_anywhere,16024,LNC-CLEC16A-8,,RNA Gene,16.7,27,False,False
primary_anywhere,16025,LNC-FSCN3-3,,RNA Gene,16.7,25,False,False
primary_anywhere,16026,LNC-SLC22A18AS-1,,RNA Gene,16.7,25,False,False
primary_anywhere,16027,CM034961-025,,RNA Gene,16.7,24,False,False
primary_anywhere,16028,LOC105370982,Uncharacterized LOC105370982,RNA Gene,16.7,24,False,False
primary_anywhere,16029,AB933314,,RNA Gene,16.7,23,False,False
primary_anywhere,16030,AB971680,,RNA Gene,16.7,23,False,False
primary_anywhere,16031,CM034965-296,,RNA Gene,16.7,23,False,False
primary_anywhere,16032,HSALNG0021696,,RNA Gene,16.7,23,False,False
primary_anywhere,16033,HSALNG0049200,,RNA Gene,16.7,23,False,False
primary_anywhere,16034,HSALNG0120128,,RNA Gene,16.7,23,False,False
primary_anywhere,16035,RF00483,,RNA Gene,16.7,23,False,False
primary_anywhere,16036,LNC-IGF2-4,,RNA Gene,16.7,23,False,False
primary_anywhere,16037,LNC-MRPL23-2,,RNA Gene,16.7,23,False,False
primary_anywhere,16038,CM034951-129,,RNA Gene,16.7,22,False,False
primary_anywhere,16039,HSALNG0049449,,RNA Gene,16.7,22,False,False
primary_anywhere,16040,L13708-002,,RNA Gene,16.7,22,False,False
primary_anywhere,16041,RF00017-959,,RNA Gene,16.7,22,False,False
primary_anywhere,16042,RF00019-051,,RNA Gene,16.7,22,False,False
primary_anywhere,16043,LOC105371082,Uncharacterized LOC105371082,RNA Gene,16.7,21,False,False
primary_anywhere,16044,RF00017-217,,RNA Gene,16.7,21,False,False
primary_anywhere,16045,RF00026-684,,RNA Gene,16.7,21,False,False
primary_anywhere,16046,LNC-INS-1,,RNA Gene,16.7,21,False,False
primary_anywhere,16047,NONHSAG007437.2,,RNA Gene,16.7,20,False,False
primary_anywhere,16048,RF00017-3960,,RNA Gene,16.7,20,False,False
primary_anywhere,16049,RF01061-064,,RNA Gene,16.7,20,False,False
primary_anywhere,16050,HSALNG0082198,,RNA Gene,16.7,19,False,False
primary_anywhere,16051,PIR-39701-054,,RNA Gene,16.7,19,False,False
primary_anywhere,16052,PIR-43099-059,,RNA Gene,16.7,19,False,False
primary_anywhere,16053,HSALNG0116266,,RNA Gene,16.7,18,False,False
primary_anywhere,16054,HSALNG0135284,,RNA Gene,16.7,18,False,False
primary_anywhere,16055,PIR-41111-001,,RNA Gene,16.7,18,False,False
primary_anywhere,16056,MN309188,,RNA Gene,16.7,17,False,False
primary_anywhere,16057,RF00017-10577,,RNA Gene,16.7,17,False,False
primary_anywhere,16058,RF00017-10901,,RNA Gene,16.7,17,False,False
primary_anywhere,16059,LNC-IL2RB-1,,RNA Gene,16.7,17,False,False
primary_anywhere,16060,HSALNG0004128,,RNA Gene,16.7,16,False,False
primary_anywhere,16061,LNC-EFCAB7-2,,RNA Gene,16.7,16,False,False
primary_anywhere,16062,5EW4_A-009,,RNA Gene,16.7,14,False,False
primary_anywhere,16063,LOC124905395,Uncharacterized LOC124905395,Protein Coding,16.7,6,False,False
primary_anywhere,16064,CFAP46,Cilia And Flagella Associated Protein 46,Protein Coding,16.7,59,False,False
primary_anywhere,16065,SCMH1,Scm Polycomb Group Protein Homolog 1,Protein Coding,16.7,75,False,False
primary_anywhere,16066,CACTIN-AS1,CACTIN Antisense RNA 1,RNA Gene,16.7,52,False,False
primary_anywhere,16067,LINC01362,Long Intergenic Non-Protein Coding RNA 1362,RNA Gene,16.7,48,False,False
primary_anywhere,16068,LINC03111,Long Intergenic Non-Protein Coding RNA 3111,RNA Gene,16.7,46,False,False
primary_anywhere,16069,SMIM29-AS1,SMIM29 Antisense RNA 1,RNA Gene,16.7,44,False,False
primary_anywhere,16070,ENSG00000274895,"Novel Transcript, Antisense To PROX1",RNA Gene,16.7,42,False,False
primary_anywhere,16071,RPS3AP18,RPS3A Pseudogene 18,Pseudogene,16.7,39,False,False
primary_anywhere,16072,RNU6-548P,"RNA, U6 Small Nuclear 548, Pseudogene",Pseudogene,16.7,34,False,False
primary_anywhere,16073,CRIPTOP6,CRIPTO Pseudogene 6,Pseudogene,16.7,45,False,False
primary_anywhere,16074,GAPDHP66,Glyceraldehyde-3-Phosphate Dehydrogenase Pseudogene 66,Pseudogene,16.7,40,False,False
primary_anywhere,16075,PABPC4-AS1,PABPC4 Antisense RNA 1,RNA Gene,16.7,48,False,False
primary_anywhere,16076,ACTG1P10,Actin Gamma 1 Pseudogene 10,Pseudogene,16.7,44,False,False
primary_anywhere,16077,TBCA,Tubulin Folding Cofactor A,Protein Coding,16.7,69,False,False
primary_anywhere,16078,ENSG00000307314,Novel Transcript,RNA Gene,16.6,43,False,False
primary_anywhere,16079,ENSG00000304145,Novel Transcript,RNA Gene,16.6,35,False,False
primary_anywhere,16080,LNC-GLI2-3,,RNA Gene,16.6,33,False,False
primary_anywhere,16081,GTF3AP5,General Transcription Factor IIIA Pseudogene 5,Pseudogene,16.6,31,False,False
primary_anywhere,16082,LNC-CDC123-2,,RNA Gene,16.6,26,False,False
primary_anywhere,16083,HSALNG0018395,,RNA Gene,16.6,24,False,False
primary_anywhere,16084,HSALNG0149895,,RNA Gene,16.6,24,False,False
primary_anywhere,16085,CM034959-171,,RNA Gene,16.6,22,False,False
primary_anywhere,16086,CM034963-179,,RNA Gene,16.6,22,False,False
primary_anywhere,16087,HSALNG0072210,,RNA Gene,16.6,22,False,False
primary_anywhere,16088,MN298114-044,,RNA Gene,16.6,22,False,False
primary_anywhere,16089,LOC105370275,Uncharacterized LOC105370275,RNA Gene,16.6,21,False,False
primary_anywhere,16090,PIR-31672,,RNA Gene,16.6,21,False,False
primary_anywhere,16091,HSALNG0018398-001,,RNA Gene,16.6,20,False,False
primary_anywhere,16092,PIR-57133-040,,RNA Gene,16.6,18,False,False
primary_anywhere,16093,PIR-38580-381,,RNA Gene,16.6,17,False,False
primary_anywhere,16094,RF00017-13719,,RNA Gene,16.6,16,False,False
primary_anywhere,16095,ENSG00000260063,"Novel Transcript, Antisense To ARID1A",RNA Gene,16.6,38,False,False
primary_anywhere,16096,LINC02934,Long Intergenic Non-Protein Coding RNA 2934,RNA Gene,16.6,47,False,False
primary_anywhere,16097,KBTBD12,Kelch Repeat And BTB Domain Containing 12,Protein Coding,16.6,51,False,False
primary_anywhere,16098,CC2D2B,Coiled-Coil And C2 Domain Containing 2B,Protein Coding,16.6,49,False,False
primary_anywhere,16099,SMG1P5,SMG1 Pseudogene 5,Pseudogene,16.6,48,False,False
primary_anywhere,16100,HARBI1,Harbinger Transposase Derived 1,Protein Coding,16.6,55,False,False
primary_anywhere,16101,TRIM64C,Tripartite Motif Containing 64C,Protein Coding,16.6,42,False,False
primary_anywhere,16102,DHDDS-AS1,DHDDS Antisense RNA 1,RNA Gene,16.6,43,False,False
primary_anywhere,16103,ENSG00000300558,"Novel Transcript, Antisense To DNLZ And CARD9",RNA Gene,16.6,33,False,False
primary_anywhere,16104,NONHSAG006109.2,,RNA Gene,16.6,28,False,False
primary_anywhere,16105,LNC-KCNJ11-2,,RNA Gene,16.6,25,False,False
primary_anywhere,16106,CM034958-389,,RNA Gene,16.6,23,False,False
primary_anywhere,16107,HSALNG0078573,,RNA Gene,16.6,23,False,False
primary_anywhere,16108,L13714-151,,RNA Gene,16.6,22,False,False
primary_anywhere,16109,PIR-50437-063,,RNA Gene,16.6,19,False,False
primary_anywhere,16110,ENSG00000199332,Y RNA,RNA Gene,16.6,33,False,False
primary_anywhere,16111,RNU6-850P,"RNA, U6 Small Nuclear 850, Pseudogene",Pseudogene,16.6,31,False,False
primary_anywhere,16112,FOXF2-AS1,FOXF2 Antisense RNA 1,RNA Gene,16.6,50,False,False
primary_anywhere,16113,LRRC58,Leucine Rich Repeat Containing 58,Protein Coding,16.6,44,False,False
primary_anywhere,16114,LNC-MANSC4-5,,RNA Gene,16.6,30,False,False
primary_anywhere,16115,NONHSAG015576.2,,RNA Gene,16.6,27,False,False
primary_anywhere,16116,CM034952-216,,RNA Gene,16.6,24,False,False
primary_anywhere,16117,HSALNG0015521,,RNA Gene,16.6,23,False,False
primary_anywhere,16118,NONHSAG027986.2,,RNA Gene,16.6,23,False,False
primary_anywhere,16119,HSA-MIR-5096-095,,RNA Gene,16.6,23,False,False
primary_anywhere,16120,PIR-50437-624,,RNA Gene,16.6,23,False,False
primary_anywhere,16121,LINC03019,Long Intergenic Non-Protein Coding RNA 3019,RNA Gene,16.6,49,False,False
primary_anywhere,16122,DYNLRB2-AS1,DYNLRB2 Antisense RNA 1,RNA Gene,16.6,48,False,False
primary_anywhere,16123,PARP11-AS1,PARP11 Antisense RNA 1,RNA Gene,16.6,48,False,False
primary_anywhere,16124,LINC01978,Long Intergenic Non-Protein Coding RNA 1978,RNA Gene,16.6,49,False,False
primary_anywhere,16125,ENSG00000286856,"Novel Transcript, Antisense To SLC2A2",RNA Gene,16.6,46,False,False
primary_anywhere,16126,MIR5009,MicroRNA 5009,RNA Gene,16.6,51,False,False
primary_anywhere,16127,LOC101929457,Uncharacterized LOC101929457,RNA Gene,16.6,46,False,False
primary_anywhere,16128,LINC01875,Long Intergenic Non-Protein Coding RNA 1875,RNA Gene,16.6,43,False,False
primary_anywhere,16129,TOMM22P3,TOMM22 Pseudogene 3,Pseudogene,16.6,33,False,False
primary_anywhere,16130,RN7SL836P,"RNA, 7SL, Cytoplasmic 836, Pseudogene",Pseudogene,16.6,32,False,False
primary_anywhere,16131,CHD4-AS1,CHD4 Antisense RNA 1,RNA Gene,16.6,43,False,False
primary_anywhere,16132,ENSG00000219410,Novel Transcript,RNA Gene,16.6,43,False,False
primary_anywhere,16133,LINC02687,Long Intergenic Non-Protein Coding RNA 2687,RNA Gene,16.6,49,False,False
primary_anywhere,16134,TMEM183A,Transmembrane Protein 183A,Protein Coding,16.6,48,False,False
